vehicle_uid,selling_price,km_driven,price_category,km_category
CAR_001422,287000,70000,Low,Medium
CAR_001423,675000,60000,High,Medium
CAR_001424,235000,74500,Low,High
CAR_001425,4461000,118700,Low,High
CAR_001426,434999,40000,Mid,Medium
CAR_001427,225000,60000,Low,Very High
CAR_001428,160000,140000,Low,High
CAR_001429,600000,5000,Mid,Low
CAR_001430,4461000,100000,Mid,High
CAR_001431,300000,100000,Low,High
CAR_001432,600000,60000,Mid,Low
CAR_001433,4461000,60000,High,Low
CAR_001434,50000,120000,Low,High
CAR_001435,4461000,35000,Mid,Medium
CAR_001436,290000,29000,Low,Low
CAR_001437,600000,30000,Mid,Medium
CAR_001438,190000,120000,Low,High
CAR_001439,160000,60000,Low,High
CAR_001440,325000,60000,Mid,Low
CAR_001441,200000,73756,Low,High
CAR_001442,2800000,40000,Premium,Medium
CAR_001443,125000,60000,Low,Medium
CAR_001444,155000,60000,Low,Medium
CAR_001445,4461000,90000,Mid,High
CAR_001446,130000,70000,Low,Medium
CAR_001447,80000,70000,Low,Medium
CAR_001448,500000,80000,Mid,High
CAR_001449,4461000,27000,Low,Low
CAR_001450,580000,70000,Mid,Medium
CAR_001451,4461000,50000,Low,Medium
CAR_001452,300000,185000,Low,Very High
CAR_001453,200000,60000,Low,High
CAR_001454,1200000,60000,Premium,Low
CAR_001455,350000,80000,Mid,High
CAR_001456,600000,80000,Mid,High
CAR_001457,4461000,4000,High,Low
CAR_001458,120000,60000,Low,Medium
CAR_001459,180000,120000,Low,High
CAR_001460,950000,41395,High,Medium
CAR_001461,250999,35000,Low,Medium
CAR_001462,385000,52000,Mid,Medium
CAR_001463,1250000,47000,Premium,Medium
CAR_001464,165000,50000,Low,Medium
CAR_001465,700000,48000,High,Medium
CAR_001466,750000,53000,High,Medium
CAR_001467,89999,213000,Low,Very High
CAR_001468,4461000,15000,Low,Low
CAR_001469,45000,7000,Low,Low
CAR_001470,675000,88000,High,High
CAR_001471,530000,55000,Mid,Medium
CAR_001472,1485000,48000,Premium,Medium
CAR_001473,325000,71014,Mid,High
CAR_001474,400000,60000,Mid,Medium
CAR_001475,380000,71000,Mid,High
CAR_001476,750000,45000,High,Medium
CAR_001477,4461000,60000,Low,Medium
CAR_001478,110000,20000,Low,Low
CAR_001479,1825000,14000,Premium,Medium
CAR_001480,3256000,17000,Premium,Low
CAR_001481,370000,60000,Low,Medium
CAR_001482,210000,80000,Low,High
CAR_001483,4461000,181000,Low,Very High
CAR_001484,575000,89550,Mid,Medium
CAR_001485,320000,90000,Mid,High
CAR_001486,280000,149500,Low,High
CAR_001487,500000,60000,Mid,Very High
CAR_001488,380000,83000,Mid,High
CAR_001489,120000,20000,Low,Low
CAR_001490,395000,20000,Mid,Low
CAR_001491,360000,160000,Mid,Very High
CAR_001492,451000,100000,Mid,High
CAR_001493,175000,45000,Low,Medium
CAR_001494,170000,44800,Low,Medium
CAR_001495,100000,40000,Low,Medium
CAR_001496,150000,120000,Low,Medium
CAR_001497,149000,10000,Low,Low
CAR_001498,160000,80000,Low,High
CAR_001499,434999,10000,Mid,Low
CAR_001500,800000,156000,Low,Very High
CAR_001501,819999,120000,High,High
CAR_001502,4461000,100000,Low,High
CAR_001503,350000,100000,Mid,High
CAR_001504,75000,100000,Low,High
CAR_001505,180000,60000,Low,Medium
CAR_001506,4461000,30000,High,Low
CAR_001507,400000,170000,Mid,Very High
CAR_001508,434999,100000,Mid,High
CAR_001509,100000,110000,Low,High
CAR_001510,4461000,170000,Mid,Very High
CAR_001511,200000,100000,Low,High
CAR_001512,400000,35000,Mid,Medium
CAR_001513,790000,40000,High,Medium
CAR_001514,500000,90000,Mid,High
CAR_001515,275000,120000,Low,High
CAR_001516,4461000,120000,Mid,High
CAR_001517,1400000,60000,Premium,Low
CAR_001518,800000,15000,High,Low
CAR_001519,315000,41000,Low,Medium
CAR_001520,700000,16000,High,Low
CAR_001521,585000,51000,Mid,Medium
CAR_001522,350000,30000,Low,Low
CAR_001523,4461000,80000,Mid,High
CAR_001524,500000,60000,Mid,Medium
CAR_001525,345000,44000,Mid,Medium
CAR_001526,500000,10000,Mid,Low
CAR_001527,360000,33000,Mid,Medium
CAR_001528,210000,60000,Low,Low
CAR_001529,220000,66000,Low,Medium
CAR_001530,250000,48000,Low,Medium
CAR_001531,990000,146000,High,High
CAR_001532,220000,60000,Low,High
CAR_001533,1800000,50000,Premium,Medium
CAR_001534,530000,50000,Mid,Medium
CAR_001535,575000,50000,Mid,Medium
CAR_001536,400000,99000,Mid,High
CAR_001537,680000,50000,Low,Medium
CAR_001538,1000000,80000,High,High
CAR_001539,260000,45000,Low,Medium
CAR_001540,150000,50000,Low,Medium
CAR_001541,180000,70000,Low,Medium
CAR_001542,346000,37516,Mid,Medium
CAR_001543,450000,20000,Mid,Low
CAR_001544,4461000,5000,Mid,Low
CAR_001545,700000,8000,Low,Low
CAR_001546,280000,25880,Low,Low
CAR_001547,475000,10000,Mid,Low
CAR_001548,300000,50000,Low,Medium
CAR_001549,200999,40000,Low,Medium
CAR_001550,200000,60000,Low,High
CAR_001551,4461000,80000,Low,High
CAR_001552,4461000,110000,Low,High
CAR_001553,4461000,136000,Low,High
CAR_001554,320000,80000,Mid,High
CAR_001555,110000,50000,Low,Medium
CAR_001556,300000,30000,Low,Low
CAR_001557,700000,60000,High,Low
CAR_001558,135000,90000,Low,Medium
CAR_001559,500000,110000,Mid,High
CAR_001560,550000,60000,Mid,High
CAR_001561,1050000,90000,Premium,High
CAR_001562,500000,20000,Mid,Low
CAR_001563,180000,60000,Low,High
CAR_001564,170000,50000,Low,Medium
CAR_001565,4461000,9000,Mid,Low
CAR_001566,150000,70000,Low,Medium
CAR_001567,380000,25000,Mid,Low
CAR_001568,480000,10000,Mid,Low
CAR_001569,135000,90000,Low,High
CAR_001570,290000,60000,Low,Medium
CAR_001571,350000,70000,Mid,Medium
CAR_001572,110000,25000,Low,Low
CAR_001573,70000,80000,Low,High
CAR_001574,300000,70000,Low,Medium
CAR_001575,180000,60000,Low,Medium
CAR_001576,300000,20000,Low,Low
CAR_001577,509000,60000,Mid,Medium
CAR_001578,650000,80000,High,High
CAR_001579,450000,70000,Low,Medium
CAR_001580,170000,2020,Low,Low
CAR_001581,4461000,100000,Low,High
CAR_001582,360000,80000,Mid,High
CAR_001583,4461000,120000,Mid,High
CAR_001584,105000,100000,Low,High
CAR_001585,270000,60000,Low,Medium
CAR_001586,130000,110000,Low,High
CAR_001587,4461000,90000,High,High
CAR_001588,400000,40000,Mid,Medium
CAR_001589,250000,60000,Low,Medium
CAR_001590,325000,94000,Mid,High
CAR_001591,69000,100000,Low,Medium
CAR_001592,1380000,25000,Premium,Low
CAR_001593,90000,90000,Low,High
CAR_001594,4461000,40000,High,Medium
CAR_001595,145000,90000,Low,High
CAR_001596,250000,1100,Low,Low
CAR_001597,256000,70000,Low,Medium
CAR_001598,70000,120000,Low,High
CAR_001599,50000,60000,Low,High
CAR_001600,240000,70000,Low,Medium
CAR_001601,4461000,128000,Low,High
CAR_001602,130000,120000,Low,Medium
CAR_001603,4461000,52536,Low,Medium
CAR_001604,125000,70000,Low,Medium
CAR_001605,420000,60000,Mid,Medium
CAR_001606,525000,110000,Mid,High
CAR_001607,125000,60000,Low,High
CAR_001608,325000,60000,Mid,Medium
CAR_001609,330000,86000,Mid,High
CAR_001610,110000,50000,Low,Medium
CAR_001611,450000,1950,Mid,Low
CAR_001612,85000,118400,Low,Medium
CAR_001613,4461000,70000,Low,Medium
CAR_001614,250000,60000,Low,Medium
CAR_001615,650000,68000,High,Medium
CAR_001616,600000,60000,Mid,Medium
CAR_001617,650000,6480,High,Low
CAR_001618,750000,32077,High,Medium
CAR_001619,4461000,19107,Low,Low
CAR_001620,315000,18469,Mid,Low
CAR_001621,415000,28217,Mid,Low
CAR_001622,640000,72787,High,High
CAR_001623,780000,31063,High,Medium
CAR_001624,2595000,79641,Low,High
CAR_001625,850000,58692,High,Medium
CAR_001626,900000,54784,High,Medium
CAR_001627,1150000,64156,Premium,Medium
CAR_001628,75000,54000,Low,Medium
CAR_001629,215000,60000,Low,High
CAR_001630,130000,120000,Low,High
CAR_001631,400000,16000,Mid,Low
CAR_001632,550000,60000,Mid,Medium
CAR_001633,245000,52000,Low,Medium
CAR_001634,320000,110000,Mid,High
CAR_001635,4461000,60000,High,Medium
CAR_001636,120000,100000,Low,High
CAR_001637,950000,35000,High,Medium
CAR_001638,350000,48000,Mid,Medium
CAR_001639,100000,20000,Low,Medium
CAR_001640,350000,60000,Low,Low
CAR_001641,80000,40000,Low,Medium
CAR_001642,4461000,60000,Mid,Medium
CAR_001643,160000,70000,Low,Medium
CAR_001644,4461000,120000,Low,High
CAR_001645,250000,30000,Low,Low
CAR_001646,270000,80000,Low,Medium
CAR_001647,2600000,9500,Premium,Low
CAR_001648,4461000,80000,Low,High
CAR_001649,229999,60000,Low,High
CAR_001650,750000,29000,High,Low
CAR_001651,4461000,120000,Low,High
CAR_001652,320000,60000,Mid,Medium
CAR_001653,1100000,20000,Premium,Low
CAR_001654,270000,22000,Low,Low
CAR_001655,300000,50000,Low,Medium
CAR_001656,200000,50000,Low,Medium
CAR_001657,120000,81366,Low,Medium
CAR_001658,4461000,110000,Low,High
CAR_001659,400000,100000,Mid,High
CAR_001660,4461000,300000,Low,Very High
CAR_001661,430000,20000,Mid,Low
CAR_001662,300000,90000,Low,High
CAR_001663,4461000,70000,Mid,Medium
CAR_001664,450000,120000,Mid,High
CAR_001665,200000,53000,Low,Medium
CAR_001666,250000,60000,Low,Low
CAR_001667,368000,90000,Mid,High
CAR_001668,368000,90000,Mid,High
CAR_001669,650000,244000,High,Medium
CAR_001670,150000,120000,Low,High
CAR_001671,180000,60000,Low,Medium
CAR_001672,525000,15000,Mid,Low
CAR_001673,350000,150000,Mid,High
CAR_001674,850000,30000,High,Low
CAR_001675,350000,312000,Mid,Very High
CAR_001676,75000,54000,Low,Medium
CAR_001677,160000,67000,Low,Medium
CAR_001678,500000,40000,Mid,Medium
CAR_001679,130000,100000,Low,High
CAR_001680,350000,60000,Mid,Medium
CAR_001681,70000,80000,Low,High
CAR_001682,750000,145000,High,High
CAR_001683,450000,53000,Mid,Medium
CAR_001684,430000,73000,Mid,High
CAR_001685,4461000,90000,Low,High
CAR_001686,370000,80000,Mid,High
CAR_001687,229999,100000,Low,High
CAR_001688,140000,90000,Low,High
CAR_001689,700000,200000,High,Very High
CAR_001690,545000,7300,Mid,Low
CAR_001691,200000,30000,Low,Low
CAR_001692,500000,60000,Mid,High
CAR_001693,70000,90000,Low,High
CAR_001694,580000,25000,Mid,Low
CAR_001695,160000,70000,Low,Medium
CAR_001696,450000,6000,Mid,Low
CAR_001697,160000,60000,Low,Medium
CAR_001698,760000,49000,Low,Medium
CAR_001699,300000,22000,Low,Low
CAR_001700,50000,35000,Low,Medium
CAR_001701,800000,24000,High,Low
CAR_001702,680000,60000,High,Low
CAR_001703,85000,50000,Low,Medium
CAR_001704,1300000,70000,Low,Medium
CAR_001705,500000,60000,Mid,Medium
CAR_001706,3500000,35000,Premium,Medium
CAR_001707,145000,60000,Low,Medium
CAR_001708,300000,60000,Low,Medium
CAR_001709,600000,60000,Mid,Medium
CAR_001710,400000,70000,Mid,Medium
CAR_001711,130000,135000,Low,Medium
CAR_001712,45000,72539,Low,High
CAR_001713,641000,25000,High,Low
CAR_001714,650000,50000,High,Medium
CAR_001715,784000,101,High,Low
CAR_001716,635000,101,High,Low
CAR_001717,1000000,101,High,Low
CAR_001718,495000,52328,Mid,Medium
CAR_001719,4461000,60000,Mid,Low
CAR_001720,2100000,91505,Low,High
CAR_001721,200000,35000,Low,Medium
CAR_001722,320000,60000,Mid,Medium
CAR_001723,300000,20500,Low,Low
CAR_001724,4461000,200000,Low,Very High
CAR_001725,500000,154000,Mid,Very High
CAR_001726,305000,120000,Mid,Medium
CAR_001727,125000,50000,Low,Medium
CAR_001728,800000,135000,Low,High
CAR_001729,420000,100000,Mid,Medium
CAR_001730,875000,40000,High,Medium
CAR_001731,580000,70000,Mid,Medium
CAR_001732,350000,133000,Mid,High
CAR_001733,120000,110000,Low,High
CAR_001734,150000,180000,Low,Very High
CAR_001735,650000,120000,High,High
CAR_001736,225000,80000,Low,High
CAR_001737,400000,15000,Mid,Low
CAR_001738,250000,70000,Low,Medium
CAR_001739,120000,41723,Low,Medium
CAR_001740,250000,70000,Low,Medium
CAR_001741,175000,60000,Low,Low
CAR_001742,450000,1000,Mid,Low
CAR_001743,590000,26350,Mid,Medium
CAR_001744,4461000,68745,Low,Medium
CAR_001745,900000,47000,High,Medium
CAR_001746,375000,27289,Mid,Low
CAR_001747,320000,24662,Mid,Low
CAR_001748,525000,37000,Mid,Medium
CAR_001749,650000,28245,High,Low
CAR_001750,575000,27005,Mid,Low
CAR_001751,355000,39227,Mid,Medium
CAR_001752,470000,31367,Mid,Medium
CAR_001753,221000,35008,Low,Medium
CAR_001754,195000,27005,Low,Low
CAR_001755,90000,100005,Low,Medium
CAR_001756,580000,45264,Low,Medium
CAR_001757,325000,39093,Mid,Medium
CAR_001758,495000,45241,Mid,Medium
CAR_001759,290000,60000,Low,Medium
CAR_001760,375000,2769,Mid,Low
CAR_001761,211000,43128,Low,Medium
CAR_001762,270000,110000,Low,Medium
CAR_001763,70000,60000,Low,Medium
CAR_001764,225000,60000,Low,Medium
CAR_001765,420000,70000,Mid,Medium
CAR_001766,280000,60000,Low,Low
CAR_001767,400000,59213,Mid,Medium
CAR_001768,850000,55000,High,Medium
CAR_001769,550000,60000,Mid,Medium
CAR_001770,550000,80000,Mid,Medium
CAR_001771,1000000,40000,High,Medium
CAR_001772,350000,170000,Mid,Very High
CAR_001773,350000,170000,Mid,Very High
CAR_001774,170000,70000,Low,Medium
CAR_001775,828999,1010,High,Low
CAR_001776,1119000,60000,Premium,Low
CAR_001777,746000,1111,High,Low
CAR_001778,1030000,60000,Premium,Low
CAR_001779,4461000,1010,Premium,Low
CAR_001780,811999,1010,High,Low
CAR_001781,1331000,1010,Low,Low
CAR_001782,852000,1010,High,Low
CAR_001783,45000,120000,Low,High
CAR_001784,430000,70000,Mid,Medium
CAR_001785,140000,60000,Low,Medium
CAR_001786,830000,60000,High,Medium
CAR_001787,409999,110000,Mid,Medium
CAR_001788,190000,60000,Low,High
CAR_001789,200000,80000,Low,Medium
CAR_001790,120000,110000,Low,High
CAR_001791,850000,50000,High,Medium
CAR_001792,95000,115000,Low,High
CAR_001793,213000,80000,Low,High
CAR_001794,660000,25000,High,Low
CAR_001795,415000,60000,Mid,Medium
CAR_001796,1100000,5166,Premium,Low
CAR_001797,650000,76290,High,Medium
CAR_001798,969999,70000,High,Medium
CAR_001799,1250000,35000,Premium,Medium
CAR_001800,715000,25000,High,Low
CAR_001801,715000,25000,Low,Low
CAR_001802,565000,47000,Mid,Medium
CAR_001803,615000,45766,High,Medium
CAR_001804,199000,78771,Low,High
CAR_001805,325000,60000,Mid,High
CAR_001806,409999,28000,Mid,Low
CAR_001807,500000,72000,Mid,High
CAR_001808,225000,60000,Low,High
CAR_001809,135000,70000,Low,Medium
CAR_001810,750000,80000,Low,High
CAR_001811,155000,60000,Low,Medium
CAR_001812,335000,77000,Mid,High
CAR_001813,114999,92645,Low,High
CAR_001814,699000,101849,High,High
CAR_001815,110000,120000,Low,High
CAR_001816,300000,80000,Low,High
CAR_001817,700000,70000,High,Medium
CAR_001818,700000,120000,High,High
CAR_001819,210000,42000,Low,Medium
CAR_001820,600000,120000,Mid,High
CAR_001821,180000,155836,Low,Very High
CAR_001822,220000,59000,Low,Medium
CAR_001823,70000,60000,Low,Medium
CAR_001824,950000,70000,Low,Medium
CAR_001825,800000,60000,High,Low
CAR_001826,700000,120000,High,High
CAR_001827,265000,40000,Low,Medium
CAR_001828,175000,90000,Low,High
CAR_001829,260000,89000,Low,High
CAR_001830,950000,60000,High,High
CAR_001831,250000,200000,Low,Very High
CAR_001832,4461000,50000,High,Medium
CAR_001833,35000,35000,Low,Medium
CAR_001834,450000,1000,Mid,Low
CAR_001835,3800000,10000,Premium,Low
CAR_001836,1580000,86000,Premium,High
CAR_001837,4950000,30000,Low,Low
CAR_001838,4461000,52600,Mid,Medium
CAR_001839,225000,110000,Low,High
CAR_001840,4461000,60000,Mid,Low
CAR_001841,4461000,7104,High,Low
CAR_001842,625000,11918,High,Low
CAR_001843,520000,10510,Low,Low
CAR_001844,239000,41000,Low,Medium
CAR_001845,2600000,47162,Premium,Medium
CAR_001846,750000,60000,High,Medium
CAR_001847,4461000,60000,Low,Medium
CAR_001848,1300000,58500,Premium,Medium
CAR_001849,80000,56580,Low,Medium
CAR_001850,385000,52000,Mid,Medium
CAR_001851,760000,55340,High,Medium
CAR_001852,600000,46507,Mid,Medium
CAR_001853,330000,200000,Mid,Very High
CAR_001854,150000,120000,Low,High
CAR_001855,105000,90000,Low,High
CAR_001856,185000,65000,Low,Medium
CAR_001857,260000,50000,Low,Medium
CAR_001858,450000,33000,Mid,Medium
CAR_001859,500000,38000,Mid,Medium
CAR_001860,260000,40000,Low,Medium
CAR_001861,265000,55000,Low,Medium
CAR_001862,800000,26000,High,Medium
CAR_001863,869999,80000,High,Medium
CAR_001864,690000,40000,High,Medium
CAR_001865,825000,60000,High,High
CAR_001866,160000,63230,Low,Medium
CAR_001867,300000,120000,Low,High
CAR_001868,100000,100000,Low,High
CAR_001869,530000,77000,Mid,High
CAR_001870,360000,30000,Mid,Low
CAR_001871,220000,40000,Low,Medium
CAR_001872,178000,35000,Low,Medium
CAR_001873,515000,5000,Mid,Low
CAR_001874,300000,35000,Low,Medium
CAR_001875,105000,90000,Low,Medium
CAR_001876,185000,65000,Low,Medium
CAR_001877,150000,80000,Low,High
CAR_001878,260000,50000,Low,Medium
CAR_001879,450000,33000,Mid,Medium
CAR_001880,500000,38000,Mid,Medium
CAR_001881,260000,40000,Low,Medium
CAR_001882,265000,55000,Low,Medium
CAR_001883,750000,15000,High,Low
CAR_001884,800000,26000,High,Low
CAR_001885,869999,80000,High,High
CAR_001886,950000,60000,High,High
CAR_001887,690000,40000,High,Medium
CAR_001888,825000,120000,High,High
CAR_001889,170000,70000,Low,Medium
CAR_001890,160000,63230,Low,Medium
CAR_001891,300000,120000,Low,High
CAR_001892,315000,45000,Mid,Medium
CAR_001893,90000,40000,Low,Medium
CAR_001894,100000,100000,Low,High
CAR_001895,65000,110000,Low,High
CAR_001896,312000,90000,Mid,Medium
CAR_001897,700000,25000,High,Low
CAR_001898,150000,47000,Low,Medium
CAR_001899,450000,60000,Mid,Medium
CAR_001900,229999,120000,Low,Medium
CAR_001901,111000,120000,Low,High
CAR_001902,250000,140000,Low,High
CAR_001903,750000,1001,High,Low
CAR_001904,774000,1758,High,Low
CAR_001905,711000,1452,Low,Low
CAR_001906,600000,35122,Mid,Medium
CAR_001907,455000,92621,Mid,High
CAR_001908,225000,92198,Low,High
CAR_001909,650000,5000,Low,Medium
CAR_001910,4461000,50000,Low,Medium
CAR_001911,875000,74000,High,High
CAR_001912,750000,40000,High,Medium
CAR_001913,725000,22000,High,Low
CAR_001914,100000,100000,Low,High
CAR_001915,1100000,40000,Low,Medium
CAR_001916,4461000,30000,Premium,Low
CAR_001917,280000,23000,Low,Low
CAR_001918,150000,60000,Low,Low
CAR_001919,200000,50000,Low,Medium
CAR_001920,148000,100000,Low,High
CAR_001921,254999,70000,Low,Medium
CAR_001922,360000,60000,Low,Medium
CAR_001923,95000,90000,Low,High
CAR_001924,185000,230000,Low,Very High
CAR_001925,185000,40000,Low,Medium
CAR_001926,300000,15000,Low,Low
CAR_001927,800000,40000,High,Medium
CAR_001928,60000,50000,Low,Medium
CAR_001929,80000,50000,Low,Medium
CAR_001930,500000,8000,Mid,Low
CAR_001931,250000,35000,Low,Medium
CAR_001932,250000,80000,Low,High
CAR_001933,125000,50000,Low,Medium
CAR_001934,100000,80000,Low,High
CAR_001935,480000,90000,Mid,Medium
CAR_001936,320000,30000,Mid,Low
CAR_001937,130000,70000,Low,Medium
CAR_001938,4461000,80000,Low,High
CAR_001939,75000,60000,Low,Medium
CAR_001940,60000,35000,Low,Medium
CAR_001941,125000,70000,Low,Medium
CAR_001942,105000,60000,Low,High
CAR_001943,125000,152000,Low,Very High
CAR_001944,69000,70000,Low,Medium
CAR_001945,130000,90000,Low,High
CAR_001946,630000,60000,High,Medium
CAR_001947,330000,50000,Mid,Medium
CAR_001948,340000,15000,Mid,Low
CAR_001949,60000,120000,Low,High
CAR_001950,550000,78322,Mid,High
CAR_001951,480000,60000,Low,High
CAR_001952,315000,80000,Mid,High
CAR_001953,165000,60000,Low,High
CAR_001954,170000,125000,Low,Medium
CAR_001955,550000,8000,Mid,Low
CAR_001956,465000,13000,Mid,Low
CAR_001957,120000,80000,Low,High
CAR_001958,220000,54309,Low,Medium
CAR_001959,180000,70000,Low,Medium
CAR_001960,150000,34600,Low,Medium
CAR_001961,520000,25000,Mid,Low
CAR_001962,430000,80000,Mid,High
CAR_001963,300000,60000,Low,Medium
CAR_001964,1000000,5000,High,Medium
CAR_001965,725000,30000,High,Low
CAR_001966,500000,31000,Mid,Medium
CAR_001967,250000,50000,Low,Medium
CAR_001968,700000,38217,High,Medium
CAR_001969,185000,50000,Low,Medium
CAR_001970,200000,120000,Low,High
CAR_001971,315000,110000,Mid,High
CAR_001972,1100000,40000,Premium,Medium
CAR_001973,52000,50000,Low,Medium
CAR_001974,600000,10000,Mid,Low
CAR_001975,1700000,10000,Premium,Low
CAR_001976,451000,100000,Mid,High
CAR_001977,370000,60000,Mid,Medium
CAR_001978,2700000,30000,Premium,Low
CAR_001979,4461000,23000,Low,Low
CAR_001980,350000,30000,Mid,Low
CAR_001981,250000,50000,Low,Medium
CAR_001982,204999,25000,Low,Low
CAR_001983,500000,15000,Mid,Low
CAR_001984,150000,30000,Low,Low
CAR_001985,175000,45000,Low,Medium
CAR_001986,170000,44800,Low,Medium
CAR_001987,200000,50000,Low,Medium
CAR_001988,800000,52000,High,Medium
CAR_001989,1200000,50000,Premium,Medium
CAR_001990,400000,35000,Mid,Medium
CAR_001991,148000,100000,Low,High
CAR_001992,4461000,100000,Low,High
CAR_001993,4461000,60000,Low,Medium
CAR_001994,80000,60000,Low,Medium
CAR_001995,170000,77000,Low,High
CAR_001996,150000,60000,Low,Medium
CAR_001997,110000,77073,Low,High
CAR_001998,400000,70000,Mid,Medium
CAR_001999,275000,90000,Low,High
CAR_002000,800000,186000,High,Very High
CAR_002001,550000,90000,Mid,High
CAR_002002,125000,100000,Low,High
CAR_002003,4461000,80000,Low,High
CAR_002004,349000,150000,Mid,High
CAR_002005,458000,80000,Mid,High
CAR_002006,300000,35000,Low,Medium
CAR_002007,95000,70000,Low,Medium
CAR_002008,850000,50000,Low,Medium
CAR_002009,750000,25000,High,Low
CAR_002010,190000,120000,Low,High
CAR_002011,150000,70000,Low,Medium
CAR_002012,114999,106000,Low,High
CAR_002013,320000,120000,Mid,High
CAR_002014,300000,120000,Low,High
CAR_002015,275000,160000,Low,Very High
CAR_002016,140000,120000,Low,High
CAR_002017,830000,10000,High,Low
CAR_002018,380000,50000,Mid,Medium
CAR_002019,4461000,90000,Low,High
CAR_002020,50000,70000,Low,Medium
CAR_002021,155000,100000,Low,High
CAR_002022,155000,60000,Low,Medium
CAR_002023,300000,60000,Low,High
CAR_002024,300000,16584,Low,Medium
CAR_002025,385000,38000,Mid,Medium
CAR_002026,221000,51000,Low,Medium
CAR_002027,381000,38000,Mid,Medium
CAR_002028,250999,35000,Low,Medium
CAR_002029,4461000,120000,Low,Medium
CAR_002030,380000,38000,Mid,Medium
CAR_002031,180000,144000,Low,High
CAR_002032,751000,64000,High,Medium
CAR_002033,1250000,60000,Premium,Medium
CAR_002034,229999,65000,Low,Medium
CAR_002035,1250000,24000,Premium,Low
CAR_002036,782000,58000,High,Medium
CAR_002037,780000,58000,High,Medium
CAR_002038,245000,68000,Low,Medium
CAR_002039,321000,81257,Mid,High
CAR_002040,509999,44000,Mid,Medium
CAR_002041,110000,45000,Low,Medium
CAR_002042,400000,75000,Low,Medium
CAR_002043,4461000,90000,Mid,High
CAR_002044,175000,80000,Low,High
CAR_002045,1000000,35000,High,Medium
CAR_002046,92800,25000,Low,Low
CAR_002047,291000,90000,Low,High
CAR_002048,92800,25000,Low,Low
CAR_002049,335000,110000,Mid,High
CAR_002050,170000,35000,Low,Medium
CAR_002051,295000,10000,Low,Low
CAR_002052,375000,10000,Mid,Low
CAR_002053,215000,70000,Low,Medium
CAR_002054,4461000,110000,Low,High
CAR_002055,60000,5000,Low,Medium
CAR_002056,52000,120000,Low,High
CAR_002057,80000,90000,Low,High
CAR_002058,140000,70000,Low,Medium
CAR_002059,120000,90000,Low,High
CAR_002060,110000,120000,Low,High
CAR_002061,280000,110000,Low,High
CAR_002062,450000,50000,Mid,Medium
CAR_002063,1150000,58000,Low,Medium
CAR_002064,4461000,15000,High,Low
CAR_002065,300000,60000,Low,Medium
CAR_002066,73000,57000,Low,Medium
CAR_002067,400000,87000,Mid,High
CAR_002068,300000,60000,Low,Medium
CAR_002069,300000,30000,Low,Low
CAR_002070,450000,80000,Mid,High
CAR_002071,200000,60000,Low,High
CAR_002072,580000,40000,Mid,Medium
CAR_002073,550000,3917,Mid,Low
CAR_002074,4461000,160000,Low,Medium
CAR_002075,450000,35000,Mid,Medium
CAR_002076,220000,70000,Low,Medium
CAR_002077,310000,69069,Mid,Medium
CAR_002078,650000,13500,Low,Medium
CAR_002079,300000,60000,Low,Medium
CAR_002080,200000,70000,Low,Medium
CAR_002081,285000,39039,Low,Medium
CAR_002082,335000,33033,Mid,Medium
CAR_002083,370000,55168,Mid,Medium
CAR_002084,375000,41041,Mid,Medium
CAR_002085,235000,67067,Low,Medium
CAR_002086,4461000,66066,Mid,Medium
CAR_002087,365000,82082,Mid,High
CAR_002088,400000,60000,Mid,Medium
CAR_002089,250000,30000,Low,Low
CAR_002090,465000,60000,Mid,Medium
CAR_002091,300000,10000,Low,Low
CAR_002092,4461000,25000,High,Medium
CAR_002093,350000,30000,Mid,Low
CAR_002094,500000,50000,Mid,Medium
CAR_002095,465000,63063,Mid,Medium
CAR_002096,4461000,70000,Low,Medium
CAR_002097,250000,90000,Low,High
CAR_002098,60000,90000,Low,High
CAR_002099,70000,90000,Low,High
CAR_002100,250000,30000,Low,Low
CAR_002101,229999,80000,Low,High
CAR_002102,195000,120000,Low,High
CAR_002103,270000,60000,Low,Low
CAR_002104,650000,140000,High,Medium
CAR_002105,370000,80000,Mid,High
CAR_002106,509999,40000,Mid,Medium
CAR_002107,280000,33000,Low,Medium
CAR_002108,180000,40000,Low,Medium
CAR_002109,300000,10500,Low,Low
CAR_002110,400000,107000,Mid,High
CAR_002111,210000,60000,Low,Medium
CAR_002112,90000,120000,Low,High
CAR_002113,222000,70000,Low,Medium
CAR_002114,240000,50000,Low,Medium
CAR_002115,450000,70000,Mid,Medium
CAR_002116,650000,6000,High,Low
CAR_002117,200000,78000,Low,High
CAR_002118,210000,72000,Low,High
CAR_002119,75000,9528,Low,Low
CAR_002120,450000,135200,Mid,High
CAR_002121,220000,58000,Low,Medium
CAR_002122,325000,78000,Mid,High
CAR_002123,450000,45000,Low,Medium
CAR_002124,825000,35000,High,Medium
CAR_002125,125000,60000,Low,High
CAR_002126,434999,100000,Mid,High
CAR_002127,484999,99000,Mid,High
CAR_002128,4461000,60000,Low,High
CAR_002129,220000,120000,Low,High
CAR_002130,1250000,60000,Low,Low
CAR_002131,215000,34000,Low,Medium
CAR_002132,625000,60000,High,Medium
CAR_002133,615000,60000,High,Low
CAR_002134,130000,58000,Low,Medium
CAR_002135,175000,50300,Low,Medium
CAR_002136,150000,70000,Low,Medium
