customer_id,age,gender,state,city,pin_code,marital_status,education,occupation,join_date,tenure_years,account_type,account_segment,annual_income,balance,credit_score,num_products,has_credit_card,has_loan,has_insurance,has_demat,has_mutual_fund,loan_amount,loan_emi,credit_limit,credit_utilization_pct,monthly_txn_count,monthly_debit_amt,monthly_credit_amt,avg_txn_value,online_txn_pct,atm_withdrawal_freq,upi_txn_count,net_banking_logins,mobile_app_logins,branch_visits,complaints_last_year,complaint_resolved,nps_score,csat_score,days_since_last_txn,days_since_last_login,is_dormant,inactive_6m,churn
CUST0005686,22,Female,Karnataka,Cuttack,672352,Married,Graduate,Self-Employed,27-04-2021,3.1,Fixed Deposit,Emerging Affluent,511900,1158887.46,754,4,0,1,0,0,1,100275.55,1227.56,0,0,18,295460.65,37221.21,15550.56,61.63999999999999,3,7,8,17,1,0,,6,3,2,9,0,0,0
CUST0007309,28,Male,Maharashtra,Bardhaman,228567,Married,Graduate,Self-Employed,20-02-2014,10.28,NRI,Affluent,322700,605148.4,592,3,1,0,1,0,0,0,0,145029.29,8.86,23,15289.36,25548.69,637.06,68.67999999999999,2,13,5,14,0,0,,9,3,15,2,0,0,0
CUST0005940,71,Male,Rajasthan,Thoothukudi,427417,Married,Doctorate,Salaried,22-01-2015,9.36,Current,Emerging Affluent,268700,127358.08,644,2,0,1,0,1,0,642658.35,6941.14,0,0,18,9270.03,26795.45,487.9,70.92,6,19,11,17,0,0,,10,4,6,1,0,0,0
CUST0002053,33,Female,Delhi,Bhiwani,647457,Married,Post-Graduate,Salaried,29-07-2013,10.85,Savings,Affluent,1387300,2613377.29,754,3,1,0,0,0,0,0,0,130053.1,26.19,19,598961.78,134778.29,29948.09,62.93,5,12,4,17,3,0,,8,4,15,43,0,0,0
CUST0001777,34,Male,Karnataka,Kozhikode,540531,Married,Graduate,Business Owner,04-01-2018,6.41,Current,Mass,208500,517753.72,795,2,0,1,1,0,1,289909.92,5859.35,0,0,14,191040.69,18111.06,12736.05,58.089999999999996,4,11,6,13,0,0,,10,3,3,5,0,0,0
CUST0006683,51,Male,West Bengal,Dibrugarh,981587,Divorced,High School,Self-Employed,01-12-2013,10.51,NRI,Mass,463600,1135440.91,563,4,1,0,1,0,0,0,0,215322.3,20.6,28,210202.9,32043.95,7248.38,78.66,3,9,4,17,0,0,,,5,15,2,0,0,0
CUST0003314,28,Female,Tamil Nadu,Bhagalpur,284384,Married,High School,Salaried,26-06-2015,8.94,Salary,Affluent,1009700,412378.65,632,4,1,1,1,0,1,33839.69,2306.43,305543.07,43.05,27,124573.6,70094.72,4449.06,39.73,1,9,8,12,2,1,0,9,4,3,1,0,0,0
CUST0004782,45,Male,Karnataka,Sonipat,718650,Single,Graduate,Salaried,27-03-2023,1.18,Savings,Emerging Affluent,530700,588757.98,679,1,0,0,0,0,1,0,0,0,0,26,115226.47,47227.49,4267.65,32.34,6,8,7,14,0,0,,5,3,9,1,0,0,0
CUST0008536,51,Female,Punjab,Guwahati,330204,Single,Graduate,Salaried,09-08-2022,1.81,Savings,Emerging Affluent,240800,159527.73,792,3,0,1,1,0,1,317787.97,5296.62,0,0,,55527.34,22997.45,4627.28,85.88,2,5,3,22,2,1,1,9,4,60,7,0,0,0
CUST0006907,26,Female,Delhi,Bijapur,337604,Married,Post-Graduate,Salaried,01-10-2014,9.67,Current,UHNI,2604700,0,640,2,1,0,1,1,0,0,0,256614.95,38.96,17,0,206591.12,0,62.870000000000005,4,14,6,15,2,1,1,6,1,8,1,0,0,0
CUST0001593,47,Male,Gujarat,Korba,756185,Single,Post-Graduate,Salaried,24-06-2011,12.95,Current,Emerging Affluent,788800,155479.22,677,2,1,1,1,0,0,557961.31,6560.7,118133.75,9.7,18,49290.5,75795.59,2594.24,54.44,4,14,7,14,0,0,,9,1,7,37,0,0,0
CUST0001724,49,Female,West Bengal,Nandyal,347343,Divorced,High School,Self-Employed,28-09-2015,8.68,Savings,Mass,1493700,1186012.69,634,2,1,0,0,0,0,0,0,254439.35,44.88,17,394954.37,133881.38,21941.91,50.28,2,11,4,9,3,0,,2,4,5,14,0,0,0
CUST0000216,51,Male,Telangana,Naihati,175937,Single,Graduate,Business Owner,04-12-2022,1.49,Savings,Emerging Affluent,1021500,2068155.78,789,1,1,1,0,1,0,88210.49,937.26,156196.73,25.65,,579262.22,61447.95,25185.31,52.62,4,18,6,23,0,0,,10,5,2,0,0,0,0
CUST0006444,53,Male,Gujarat,Ballia,493875,Married,Graduate,Student,11-02-2014,10.31,Savings,Affluent,172700,426105.33,574,5,0,0,1,0,0,0,0,0,0,16,81319.62,8627.32,4783.51,21.26,5,12,5,15,1,2,0,8,3,1,2,0,0,0
CUST0008327,39,Male,UP,Indore,911818,nan,Post-Graduate,Homemaker,24-06-2013,10.95,Savings,Mass,2060900,2608805.25,524,1,0,1,1,0,0,546157.64,7892.32,0,0,19,746290.92,86715.15,37314.55,34.03,4,9,11,22,1,2,1,9,,9,1,0,0,0
CUST0000491,41,Female,Tamil Nadu,Aligarh,239574,Married,Post-Graduate,Salaried,23-08-2019,4.78,Fixed Deposit,Mass,570800,424635.71,794,1,0,0,1,0,0,0,0,0,0,13,112433.69,28237.57,8030.98,37.669999999999995,4,8,4,22,0,0,,5,3,15,3,0,0,0
CUST0009845,36,Other,West Bengal,Pudukkottai,576560,Married,Graduate,Self-Employed,22-07-2018,5.87,Current,Affluent,324700,420363.2,616,3,0,0,1,0,0,0,0,0,0,16,149010.95,27089.8,8765.35,41.02,4,10,7,19,1,0,,4,5,1,24,0,0,0
CUST0003484,41,Female,Tamil Nadu,Chinsurah,023981,Single,Doctorate,Salaried,30-11-2016,7.51,NRI,Affluent,747600,317979.09,567,1,0,0,0,0,1,0,0,0,0,16,47832.56,49592.32,2813.68,55.559999999999995,2,17,1,19,0,1,1,7,4,15,21,0,0,0
CUST0005103,45,Female,Gujarat,Mysore,570833,Single,Post-Graduate,Self-Employed,23-01-2019,5.36,Savings,Emerging Affluent,760100,822633.94,511,2,1,0,1,1,1,0,0,95045.06,25.6,19,12008.51,63501.07,600.43,86.14,3,17,4,18,1,0,,6,3,27,0,0,0,0
CUST0005188,44,,UP,Moradabad,429457,Divorced,High School,Salaried,29-02-2016,8.26,Salary,Affluent,308700,553651.67,816,3,1,1,0,0,1,94031.89,1012.8,170063.05,21.84,14,33670.44,16118.95,2244.7,59.599999999999994,6,14,8,16,1,0,,8,5,13,6,0,0,0
CUST0003432,59,Female,Karnataka,Aurangabad,625451,Married,High School,Freelancer,06-05-2015,9.08,Salary,Affluent,1265900,132431.49,608,3,1,1,1,1,0,837226.7,14741.81,167585.75,31.75,21,3885.9,113592.32,176.63,34.339999999999996,3,7,4,15,2,0,,9,5,2,6,0,0,0
CUST0006413,18,Female,Tamil Nadu,Khora ,147092,Single,Graduate,Self-Employed,07-12-2011,12.49,Savings,HNI,1044600,851152.92,751,4,1,0,1,1,0,0,0,140628.95,54.88,21,54943.41,76079.98,2497.43,63.470000000000006,4,15,4,13,1,5,1,8,5,1,22,0,0,0
CUST0008413,28,Female,UP,Navi Mumbai,310401,Married,Doctorate,Salaried,11-05-2010,14.07,Fixed Deposit,Emerging Affluent,2831400,6719945.77,643,1,0,0,1,0,0,0,0,0,0,8,743591.67,154819.22,82621.3,45.85,3,17,3,17,0,2,1,9,1,0,10,0,0,0
CUST0005514,45,Male,UP,Mahbubnagar,358957,Single,Post-Graduate,Self-Employed,27-09-2012,11.68,Current,Affluent,1524700,1744621.01,572,2,1,1,0,0,0,118673.65,1266.39,204120.87,34.55,28,366441.63,97868.65,12635.92,56.85,3,10,9,22,1,5,1,9,3,53,31,0,0,0
CUST0000026,43,Female,Telangana,Kochi,296300,Married,Graduate,Business Owner,21-03-2023,1.2,Salary,Mass,1477200,2860150.44,770,1,0,1,0,0,1,673348.9,12790.89,0,0,24,166392.57,83838.02,6655.7,15.690000000000001,4,11,12,8,1,1,1,8,5,53,14,0,0,0
CUST0003513,64,Female,West Bengal,Chandigarh,169857,Married,Post-Graduate,Homemaker,14-04-2012,12.14,Salary,Mass,143000,123061.85,658,3,1,1,1,1,0,184549.91,4767.02,79037.86,43.41,15,21125.02,11419.74,1320.31,84.77,2,12,7,14,0,2,1,9,4,2,17,0,0,0
CUST0002410,27,Male,Tamil Nadu,Raebareli,306639,Married,Graduate,Homemaker,20-02-2022,2.28,Current,UHNI,1095200,283383.59,661,2,1,1,1,1,0,431635.21,9459.09,228275.67,58.97,22,105226.98,59143.26,4575.09,57.989999999999995,5,11,14,21,0,1,1,7,5,2,14,0,0,0
CUST0003271,39,Male,Gujarat,Gulbarga,943016,Married,Graduate,Salaried,01-10-2022,1.67,Salary,Affluent,818500,1379079.34,547,2,0,0,0,1,1,0,0,0,0,25,119682.55,64417.68,4603.18,49.03,1,15,4,11,1,0,,6,4,4,1,0,0,0
CUST0005210,42,Male,Delhi,Imphal,263938,Married,Post-Graduate,Retired,26-04-2020,4.1,Savings,Mass,1238300,183767.96,625,2,1,1,0,0,1,405812,4221.67,159106.17,51.55,18,9720.68,115479.2,511.61,75.66000000000001,4,11,6,16,1,2,1,8,5,5,12,0,0,0
CUST0008785,26,Male,Rajasthan,Bhagalpur,962165,Married,Post-Graduate,Homemaker,14-05-2019,5.05,Fixed Deposit,Mass,434000,102885.08,566,1,1,0,1,1,0,0,0,144604.34,20.02,15,3512.52,37707.77,219.53,85.14,3,11,0,13,0,0,,7,3,11,11,0,0,0
CUST0001553,30,Female,Rajasthan,Alwar,784289,Married,Post-Graduate,Student,18-10-2023,0.62,Fixed Deposit,Mass,151600,144754.31,594,1,0,0,1,0,0,0,0,0,0,21,10947.34,9983.26,497.61,64.11,2,16,9,13,0,0,,7,5,14,7,0,0,0
CUST0009273,28,Male,Tamil Nadu,Mira-Bhayandar,083976,Married,Unknown,Self-Employed,29-11-2014,9.51,Salary,Emerging Affluent,638000,730390.03,706,4,0,1,0,0,0,352281.66,4698.87,0,0,20,184632.88,26998.18,8792.04,95.82000000000001,3,9,4,20,2,4,1,5,3,6,5,0,0,0
CUST0008695,41,Male,Tamil Nadu,Chittoor,905930,Married,High School,Salaried,20-02-2013,11.28,NRI,Emerging Affluent,1535400,2301864.05,767,1,0,0,1,1,0,0,0,0,0,19,63291.85,114486.37,3164.59,65.52,3,19,10,9,0,1,1,10,4,36,15,0,0,0
CUST0003872,44,Female,Tamil Nadu,Bhatpara,392884,Single,Graduate,Salaried,10-07-2012,11.9,Salary,Mass,271600,,534,2,0,0,0,0,0,0,0,0,0,14,11341.93,11528.97,756.13,34.53,3,17,6,9,2,1,1,7,1,1,10,0,0,0
CUST0003403,44,Male,Gujarat,Orai,630652,Married,High School,Self-Employed,11-04-2018,6.15,Savings,UHNI,307500,682474.14,622,3,1,1,0,0,0,933694.99,8967.84,195571.78,18.53,12,208720.33,19088.18,16055.41,40.96,7,13,4,10,1,0,,4,5,1,14,0,0,0
CUST0004530,34,Female,Maharashtra,Bahraich,510429,Married,High School,Salaried,25-01-2020,4.35,Current,Emerging Affluent,3280500,4574092.6,686,3,0,1,0,0,1,14208.69,235.61,0,0,10,1229040.68,215146.17,111730.97,63.23,2,7,6,19,4,4,1,9,5,0,1,0,0,0
CUST0000980,51,Female,Maharashtra,Katihar,722986,Married,Post-Graduate,Retired,31-05-2021,3.01,Current,Affluent,209400,0,607,3,1,1,1,0,1,132628.8,2454.51,85354.66,60.95,16,0,11764.18,0,58.79,3,14,9,18,3,0,,5,4,16,0,0,0,0
CUST0002656,53,Female,Delhi,Erode,900584,nan,Graduate,Salaried,13-12-2017,6.47,Savings,Affluent,1610400,0,748,1,1,1,1,0,1,110653.08,1183.96,140102.29,18.81,15,0,102010.22,0,55.52,7,13,5,14,2,0,,8,5,6,5,0,0,1
CUST0001848,30,Male,Karnataka,Jalna,697431,Widowed,Graduate,Salaried,19-11-2017,6.54,Salary,Emerging Affluent,163300,30807.14,708,4,0,0,0,0,1,0,0,0,0,22,9947.88,11357.56,432.52,74.08,3,15,3,22,1,3,1,8,,11,20,0,0,0
CUST0008108,52,,Gujarat,Yamunanagar,627613,Divorced,Graduate,Business Owner,31-01-2021,3.33,Savings,Affluent,1523100,0,722,1,1,0,0,0,0,0,0,84074.97,30.78,20,0,138364.69,0,52.54,5,10,0,10,3,0,,,2,31,6,0,0,0
CUST0008311,30,Male,Karnataka,Bhiwandi,357932,Single,Graduate,Salaried,18-08-2022,1.79,Savings,Affluent,419000,586079.74,653,1,0,1,0,1,0,280675.16,5472.28,0,0,23,119545.6,20317.45,4981.07,78.94,4,14,6,12,1,1,1,6,5,29,1,0,0,0
CUST0007279,40,Male,Maharashtra,Pune,435889,Single,Graduate,Salaried,15-11-2016,7.55,Salary,Mass,1151300,2546076.61,670,4,1,1,1,0,1,379246.2,6668.43,139187.4,20.95,19,892258.06,78879.8,44612.9,76.63,1,8,5,11,1,0,,8,4,38,9,0,0,0
CUST0007435,36,Male,Maharashtra,Hindupur,471083,Married,Doctorate,Retired,30-01-2021,3.34,Salary,HNI,1301700,498104.31,691,1,0,0,0,1,0,0,0,0,0,18,117380.32,98363.47,6177.91,93.37,4,11,6,13,2,0,,7,4,1,5,0,0,0
CUST0005722,64,Female,Karnataka,Ranchi,484531,Single,Unknown,Retired,23-12-2014,9.45,Salary,HNI,508900,909997.69,687,1,1,1,1,0,0,105230.55,1465.75,152699.71,21.92,13,263573.43,50486.69,18826.67,45.22,5,15,10,17,2,0,,9,5,12,2,0,0,0
CUST0000516,51,Male,Karnataka,Chandigarh,431497,Married,Post-Graduate,Salaried,28-08-2020,3.76,Savings,Emerging Affluent,256700,108328.2,695,1,1,1,1,0,0,363223.25,3217.24,191581.46,34.39,15,40241.82,24822.9,2515.11,45.95,2,7,5,14,0,2,1,7,4,21,3,0,0,0
CUST0009784,46,Male,Rajasthan,Gulbarga,975882,Widowed,High School,Salaried,08-09-2017,6.73,Current,HNI,997600,2112974.78,837,2,1,0,1,1,0,0,0,53318.22,24.72,16,82249.2,68497.54,4838.19,52.290000000000006,2,9,3,11,1,2,0,6,4,12,1,0,0,0
CUST0008368,46,Male,Delhi,Chennai,567296,Married,Graduate,Business Owner,01-02-2014,10.34,Savings,Mass,2289600,234562.26,721,2,0,1,0,1,0,481570.54,15310.62,0,0,7,23489.95,191547.04,2936.24,68.15,5,16,11,12,0,0,,10,4,22,13,0,0,0
CUST0001103,69,Female,Karnataka,Karawal Nagar,989726,Married,Post-Graduate,Self-Employed,18-07-2013,10.88,Salary,Emerging Affluent,291000,492330.26,701,3,1,1,0,0,0,185314.97,2687.61,253045.18,20.78,,144472.75,15857.18,6566.94,78.97,5,11,10,7,2,1,0,0,5,28,1,0,0,0
CUST0003277,57,Male,Rajasthan,Tezpur,838968,Married,Doctorate,Business Owner,21-08-2011,12.79,Fixed Deposit,Affluent,650600,1377199.32,655,2,0,0,0,1,0,0,0,0,0,16,55521.18,35170.86,3265.95,37.34,6,15,1,10,1,0,,10,5,4,1,0,0,0
CUST0009522,67,Female,Gujarat,Panihati,017244,Single,Graduate,Self-Employed,01-04-2010,14.18,Savings,Affluent,1205900,1781886.32,705,2,1,0,0,1,1,0,0,203053.4,50.92,21,621141.53,93635.65,28233.71,83.94,4,9,7,21,0,0,,8,2,1,11,0,0,0
CUST0007525,41,Female,West Bengal,Tadipatri,928153,Married,Graduate,Self-Employed,12-05-2022,2.06,Savings,Mass,1672200,2714184.86,743,2,0,1,0,0,0,665614.99,6695.78,0,0,15,763325.55,90845.02,47707.85,70.46,5,16,6,14,1,2,0,0,4,19,5,0,0,0
CUST0009153,54,Male,Tamil Nadu,Orai,826177,Married,Graduate,Salaried,28-03-2010,14.19,Savings,Emerging Affluent,859800,1423280.52,584,5,1,0,0,0,0,0,0,197711.19,27.38,16,407132.27,58761.44,23948.96,51.11,7,18,2,10,3,0,,8,5,4,9,0,0,0
CUST0008879,49,Female,Tamil Nadu,Kalyan-Dombivli,852882,Married,Post-Graduate,Salaried,11-08-2010,13.82,Savings,UHNI,576900,229356.81,652,1,1,1,1,0,0,129355.4,2299.95,283020.51,22.27,22,80745.53,39138.24,3510.68,91.58,0,25,9,17,1,0,,5,4,7,1,0,0,0
CUST0003997,18,Male,Delhi,Varanasi,860766,Single,Post-Graduate,Business Owner,07-11-2016,7.57,NRI,Emerging Affluent,1275300,615260.88,632,3,1,0,1,0,1,0,0,264334.66,11.07,12,25396.51,120431.61,1953.58,74.16,5,12,3,13,0,0,,3,4,31,27,0,0,0
CUST0000195,44,Female,Tamil Nadu,Hyderabad,707890,Married,Post-Graduate,Business Owner,13-03-2023,1.22,Savings,Emerging Affluent,218000,,617,2,1,0,0,1,0,0,0,189282.25,5.73,16,70730.06,11235.97,4160.59,68.30000000000001,4,14,5,16,1,0,,3,5,15,13,0,0,0
CUST0004712,49,Male,Tamil Nadu,Ballia,089307,Married,Post-Graduate,Student,25-01-2014,10.36,Savings,HNI,151100,293712.46,598,3,1,1,0,1,0,398645.57,3755.54,218244.57,37.99,13,17169.5,12172.32,1226.39,72,1,10,4,9,3,0,,7,4,7,4,0,0,0
CUST0000644,22,Male,West Bengal,Amritsar,880598,Single,High School,Self-Employed,11-01-2015,9.39,Savings,Affluent,,2084764.96,639,3,1,1,0,0,0,299486,23105.23,260848.16,19.8,15,105235.17,125571.63,6577.2,56.66,10,9,8,11,1,4,1,9,3,4,4,0,0,0
CUST0008460,62,Female,Maharashtra,Guntakal,337803,Married,Graduate,Self-Employed,04-04-2023,1.16,Salary,Mass,509300,713616.64,601,2,1,0,0,0,0,0,0,253115.13,18.03,14,162847.31,32555.61,10856.49,48.86,1,17,8,10,1,0,,9,5,9,3,0,0,0
CUST0003286,61,Male,Tamil Nadu,Ghaziabad,971171,Married,High School,Salaried,05-12-2018,5.49,Savings,Affluent,445400,0,615,2,1,1,0,0,1,117136.5,3191.4,215072.5,23.1,12,0,40985.22,0,56.81,3,19,3,14,1,4,0,6,5,0,10,0,0,1
CUST0003117,39,Female,Maharashtra,Sirsa,907534,Married,High School,Self-Employed,23-10-2018,5.61,Salary,Affluent,957500,1275901.33,807,1,1,0,1,0,0,0,0,77223.1,31.27,16,108745.51,57855.08,6396.79,65.39,2,15,5,13,0,3,1,10,4,34,1,0,0,0
CUST0008112,18,Female,Karnataka,Kolhapur,690908,Single,Graduate,Salaried,20-08-2014,9.79,Savings,Emerging Affluent,878200,9187331.700000001,691,4,1,0,1,0,0,0,0,160809.88,48.67,17,216827.65,63833.16,12045.98,36.07,4,10,4,10,1,1,1,9,,2,8,0,0,0
CUST0003576,45,Male,Rajasthan,Baranagar,037745,Married,Graduate,Student,31-07-2018,5.84,Current,Emerging Affluent,149400,26200.98,706,3,1,0,0,0,1,0,0,183658.06,28.71,17,8713.99,10383.74,484.11,61.629999999999995,2,11,7,18,1,2,1,8,5,2,3,0,0,0
CUST0009099,43,,Gujarat,Allahabad,411372,Married,High School,Freelancer,21-12-2016,7.45,Salary,UHNI,417600,985340.65,723,2,1,1,0,1,0,171761.56,2393.43,229621.94,46.47,17,330149.92,37797.68,18341.66,18.34,6,9,3,18,1,0,,10,3,26,16,0,0,0
CUST0004321,41,Female,West Bengal,Rampur,650996,Single,High School,Business Owner,22-10-2020,3.61,Savings,Affluent,816200,626782.29,747,4,1,0,0,0,0,0,0,142799.69,10.21,21,234553.69,50383.29,10661.53,55.76,2,6,5,18,1,0,,8,,5,7,0,0,0
CUST0005960,68,Male,West Bengal,Ramgarh,777930,Married,Post-Graduate,Retired,15-12-2012,11.47,Savings,Mass,1671300,2816074.26,605,2,0,1,0,0,0,138749.52,3311.35,0,0,10,205394.34,151327.22,18672.21,34.29,4,5,10,18,1,0,,4,3,56,13,0,0,0
CUST0002208,46,Female,Tamil Nadu,Etawah,792281,Married,Graduate,Business Owner,25-06-2016,7.94,Savings,UHNI,2133300,4262399.37,559,3,0,0,1,0,0,0,0,0,0,16,428118.75,107130.98,25183.46,47.07,6,10,8,7,0,0,,8,4,4,12,0,0,0
CUST0004553,53,Male,Karnataka,Visakhapatnam,565717,Single,Graduate,Retired,27-03-2017,7.19,Savings,Mass,1816200,3519263.78,706,3,0,1,0,0,1,334732.28,9300.18,0,0,17,692395.13,112435.54,38466.4,87.75,2,8,3,11,2,0,,0,2,15,7,0,0,0
CUST0008029,20,Male,UP,Kochi,046056,Single,Post-Graduate,Salaried,08-11-2015,8.57,Salary,UHNI,496700,641642.87,747,4,0,0,1,1,1,0,0,0,0,13,188749.89,39603.22,13482.14,64.21,6,14,1,16,0,1,1,8,5,41,1,0,0,0
CUST0003719,39,Male,Delhi,Akola,022077,Married,Graduate,Self-Employed,30-06-2018,5.93,Savings,Mass,1140300,1041562.98,628,1,1,0,0,1,0,0,0,81140.83,38.06,25,179551.31,78051.43,6905.82,63.63999999999999,7,10,3,15,3,0,,,4,19,21,0,0,0
CUST0000973,52,Female,Maharashtra,Panipat,391847,Single,Graduate,Salaried,15-01-2015,9.38,Current,Mass,348200,218499.48,567,3,0,1,0,0,0,217260.76,2344.73,0,0,,33039.58,16879.89,2541.51,55.489999999999995,5,13,6,13,2,1,1,4,2,13,5,0,0,0
CUST0004580,52,Female,Maharashtra,Rajkot,748221,Married,Post-Graduate,Self-Employed,05-06-2017,6.99,Savings,Mass,1046300,960893.91,739,3,1,0,0,1,0,0,0,71434.27,45.68,23,30975.59,80439.94,1290.65,44.17,9,18,6,15,2,0,,5,2,29,7,0,0,0
CUST0000720,41,Male,Punjab,Dindigul,310426,Married,Graduate,Salaried,02-07-2018,5.92,Savings,Mass,680300,1621991.95,518,4,1,0,1,0,0,0,0,167105.55,60.35,19,306915.19,40404.58,15345.76,57.86,9,12,5,21,1,1,1,10,,4,3,0,0,0
CUST0008086,45,Female,Gujarat,Silchar,061415,Married,Graduate,Self-Employed,30-12-2018,5.42,Fixed Deposit,Emerging Affluent,2625700,,794,2,1,1,0,0,0,243241.7,4932.25,172756.74,12.97,24,785508.03,227658.29,31420.32,35.980000000000004,3,9,4,19,2,0,,10,4,8,13,0,0,0
CUST0006156,47,Female,Gujarat,Bhubaneswar,777880,Single,Graduate,Salaried,28-06-2015,8.93,Savings,Mass,588600,982091.91,730,2,1,0,0,0,1,0,0,11630.61,18.06,19,97056.56,39787.8,4852.83,47.620000000000005,4,16,4,10,2,1,1,7,,2,28,0,0,0
CUST0009507,40,Female,West Bengal,Gurgaon,546951,Single,Graduate,Homemaker,08-08-2010,13.82,Salary,Affluent,588800,0,534,1,0,1,1,0,0,1152980.1,19192.56,0,0,20,0,41800.56,0,55.57,4,16,7,11,2,0,,7,3,7,2,0,0,1
CUST0003897,60,Female,Delhi,Parbhani,679982,Single,Doctorate,Salaried,24-03-2013,11.2,Salary,Affluent,701600,679453.42,714,2,1,1,0,0,0,193924.15,6082.62,224600.31,12.45,19,82150.6,36540.34,4107.53,72.71,5,15,10,12,0,2,1,7,5,29,3,0,0,0
CUST0002804,28,Female,Gujarat,Sambhal,068906,Married,Doctorate,Self-Employed,21-09-2016,7.7,Savings,Emerging Affluent,1019600,976954.52,632,2,1,1,0,0,1,260346.97,2387.46,132659.01,20.39,18,101970.89,49339.98,5366.89,48.65,5,12,6,25,0,2,1,8,4,6,11,0,0,0
CUST0002567,29,Male,UP,Asansol,168411,Single,High School,Retired,25-01-2018,6.35,Savings,Mass,1344400,,636,1,0,0,0,1,0,0,0,0,0,18,636572.69,117278.92,33503.83,67.44,2,15,3,10,1,0,,8,4,1,2,0,0,0
CUST0004026,37,Male,Maharashtra,Parbhani,271731,Married,Graduate,Salaried,18-03-2016,8.21,Current,Mass,732300,198589.19,725,2,1,0,0,0,0,0,0,176215.29,22.76,25,34210.79,47985.99,1315.8,77.38000000000001,2,8,5,14,2,3,0,7,4,55,2,0,0,0
CUST0006199,38,Male,Tamil Nadu,Ulhasnagar,399897,nan,Post-Graduate,Salaried,26-07-2016,7.85,Savings,Mass,369600,190673.03,597,2,1,1,1,0,0,244145.82,3313.62,132351.9,52.55,16,34802.06,28262.36,2047.18,87.99,5,13,9,12,2,0,,8,4,10,7,0,0,0
CUST0000033,41,Male,Maharashtra,Muzaffarpur,254293,Married,Graduate,Homemaker,27-06-2013,10.94,Current,Affluent,1040500,1664352.4,822,4,1,0,0,0,0,0,0,204109.41,42.07,17,504132.66,59389.46,28007.37,45.739999999999995,3,13,6,22,1,0,,10,5,19,8,0,0,0
CUST0008378,29,Female,Rajasthan,Anantapur,068828,Married,Post-Graduate,Salaried,29-12-2023,0.42,Savings,Affluent,654000,332373.44,723,3,1,0,1,0,1,0,0,109763.46,33.2,,23020.14,51710.68,1151.01,66.36999999999999,1,15,4,20,1,0,,9,2,3,7,0,0,0
CUST0009286,18,Female,Telangana,Thiruvananthapuram,086534,Married,Doctorate,Self-Employed,29-01-2013,11.35,Savings,Affluent,817700,105204.37,728,1,1,1,0,0,0,329951.62,16109.65,266040.68,46.79,17,30013.97,64193.78,1667.44,77.9,3,19,5,17,1,0,,9,3,26,1,0,0,0
CUST0009897,36,Female,Punjab,Sasaram,674117,Single,Graduate,Retired,05-04-2018,6.16,Current,Affluent,3277200,2164972.04,613,3,1,0,1,0,0,0,0,130586.15,30.54,20,348900.81,318760.77,16614.32,25.929999999999996,5,13,7,13,0,1,1,3,5,19,16,0,0,0
CUST0004064,46,Male,Delhi,Khora ,736153,Single,Graduate,Business Owner,16-07-2022,1.88,Savings,Emerging Affluent,679600,0,614,1,1,0,0,0,0,0,0,149946.08,66.18,15,0,45824.2,0,999,5,16,10,16,2,0,,7,5,8,11,0,0,0
CUST0009024,53,Female,Tamil Nadu,Burhanpur,549913,Single,Graduate,Freelancer,04-04-2015,9.17,NRI,Affluent,1120600,1681544.76,592,2,1,0,0,0,0,0,0,138008.75,36.87,21,218030.34,111776.09,9910.47,64.92999999999999,2,13,4,12,2,3,1,8,3,12,10,0,0,0
CUST0005541,63,Female,Karnataka,Vellore,006262,Married,Post-Graduate,Salaried,31-07-2015,8.84,Current,Emerging Affluent,995700,2473379.05,620,1,0,1,0,0,0,1375180.19,26045.46,0,0,24,971736.57,51140.63,38869.46,87.72999999999999,3,8,7,19,2,0,,3,4,19,24,0,0,0
CUST0001698,33,Male,Maharashtra,Raiganj,759368,Married,Post-Graduate,Salaried,22-04-2019,5.12,Savings,Emerging Affluent,817500,613048.1,655,4,1,0,1,0,0,0,0,97436.57,34.81,22,140778.16,51314.77,6120.79,45.879999999999995,5,10,4,20,2,2,1,6,4,29,6,0,0,0
CUST0002793,36,Male,Rajasthan,Darbhanga,291033,Married,Graduate,Self-Employed,11-02-2013,11.31,Salary,HNI,181300,358413.66,679,2,1,1,0,0,0,274953.46,2400.73,188036.94,23.89,22,28521.14,14544,1240.05,38.62,4,10,8,15,1,2,1,3,4,24,16,0,0,0
CUST0002223,51,Female,West Bengal,Suryapet,447215,Married,Graduate,Salaried,14-04-2013,11.14,NRI,Mass,227800,100742.88,620,2,0,0,1,1,0,0,0,0,0,22,36050.31,15917.77,1567.4,90.19,3,13,6,19,0,2,1,8,2,9,4,0,0,0
CUST0005819,25,Male,Karnataka,Amritsar,150422,Married,Graduate,Self-Employed,26-05-2014,10.02,Current,Emerging Affluent,755900,1227065.33,650,2,1,0,1,0,0,0,0,236118.36,10.51,22,82539,67870.99,3588.65,62.69,4,21,6,15,2,2,0,5,3,12,2,0,0,0
CUST0009741,31,Male,Gujarat,Bokaro,204009,Married,Graduate,Self-Employed,26-08-2023,0.77,Savings,Emerging Affluent,486900,911066.89,752,2,1,1,1,0,0,143501.02,11418.49,194862.7,12.15,21,215381.27,36626.42,9790.06,64.82,8,9,1,12,1,0,,10,,2,5,0,0,0
