order_id,order_date,delivery_date,supplier_name,product_category,region,warehouse_code,quantity_ordered,unit_price_inr,total_amount_inr,lead_time_days,quality_score,on_time_delivery,discount_pct,shipment_mode,payment_terms,delivery_days
ORD-00318,07-04-2022,14-04-2022 00:00,asian paints ltd,packaging,Air,Wh-del-02,907,2267.67,2056776.69,18,8.755682454264658,Yes,0.24,Air,Net 90,7
ORD-00319,10-04-2022,01-05-2022 00:00,Unknown,Unknown,Air,Wh-che-03,511,712.88,300027.64,10,5.659903020392016,Yes,0.08,Air,Net 30,21
ORD-00320,06-11-2023,30-11-2023 00:00,Wipro Logistics,packaging,Road,Wh-hyd-05,752,890.17,669407.84,25,3.036511973928086,No,0.04,Road,Net 60,24
ORD-00321,18-03-2023,01-05-2023 00:00,Reliance Industries,chemicals,Air,Wh-hyd-05,144,2496.86,359547.84,2,4.458156581236432,Yes,0.13,Air,Advance,44
ORD-00322,29-12-2022,03-01-2023 00:00,Asian Paints Ltd,electronics,Air,Wh-che-03,609,2100.44,1279167.96,25,5.0511102506373895,Yes,0.19,Air,Cod,5
ORD-00323,10-03-2023,16-03-2023 00:00,Godrej Industries,machinery,Road,Wh-che-03,201,4575.08,919591.08,54,6.213397184384742,No,0.11,Road,Net 60,6
ORD-00324,25-02-2023,04-03-2023 00:00,Blue Dart Express,electronics,Rail,Wh-mum-01,124,1818.35,225475.4,33,7.834159231773517,No,0.02,Rail,Advance,7
ORD-00325,24-04-2023,18-05-2023 00:00,Blue Dart Express,food & beverage,Air,Wh-mum-01,187,2907.14,543635.18,36,1.8898625587657183,No,0.18,Air,Net 60,24
ORD-00326,03-06-2024,09-07-2024 00:00,Unknown,Unknown,Rail,Wh-mum-01,326,3165,1031790,31,5.659903020392016,Yes,0.27,Rail,Net 60,36
ORD-00327,17-01-2024,08-01-2024 00:00,Wipro Logistics,raw materials,Air,Wh-mum-01,464,75.34,34957.76,14,1.1107873271446804,No,0.11,Air,Net 90,-9
ORD-00328,25-02-2022,09-04-2022 00:00,  Infosys BPM  ,raw materials,Rail,Wh-blr-04,349,3321.05,1159046.45,1,4.330471012068298,Yes,0.06,Rail,Net 30,43
ORD-00329,21-11-2023,14-12-2023 00:00,TATA STEEL LTD,chemicals,Road,Wh-mum-01,771,898.4,692666.4,46,1.2467827897539188,No,0.13,Road,Net 30,23
ORD-00330,01-11-2023,29-11-2023 00:00,Blue Dart Express,raw materials,Road,Wh-mum-01,660,4805.74,3171788.4,16,4.5367680281076215,Yes,0.01,Road,Net 30,28
ORD-00331,24-10-2023,28-10-2023 00:00,Tata Steel Ltd,electronics,Express Air,Wh-mum-01,764,751.83,574398.12,54,5.732313389859914,Yes,0.25,Express Air,Net 30,4
ORD-00332,11-04-2022,20-05-2022 00:00,Infosys BPM,machinery,Rail,Wh-hyd-05,955,2078.97,1985416.35,46,5.605132479233606,No,0.25,Rail,Advance,39
ORD-00334,17-02-2023,03-03-2023 00:00,Tata Steel Ltd,electronics,Road,Wh-del-02,403,4984.4,2008713.2,3,6.811664591,Yes,0.11,Road,Advance,14
ORD-00335,16-01-2024,16-02-2024 00:00,Infosys BPM,electronics,Road,Wh-mum-01,346,2515.95,870518.7,35,1.403006054542014,Yes,0.24,Road,Net 90,31
ORD-00336,14-12-2022,21-12-2022 00:00,Godrej Industries,food & beverage,Rail,Wh-pun-06,963,2980.97,2870674.11,41,7.857161381191738,Yes,0.17,Rail,Net 30,7
ORD-00337,30-03-2024,05-05-2024 00:00,BlueDart Express,packaging,Air,Wh-che-03,511,344.71,176146.81,6,9.519799905941916,No,0.25,Air,Net 30,36
ORD-00338,01-06-2024,19-06-2024 00:00,asian paints ltd,textiles,Road,Wh-che-03,147,3752.3,551588.1,25,4.057919444360061,No,0.19,Road,Net 30,18
ORD-00339,22-04-2022,20-05-2022 00:00,Wipro Logistics,electronics,Road,Wh-mum-01,148,1057.43,156499.64,13,5.655154435428988,No,0.24,Road,Advance,28
ORD-00340,12-09-2022,22-10-2022 00:00,  Blue Dart Express  ,electronics,Air,Wh-hyd-05,864,4491.29,3880474.56,53,4.410192503,No,0.18,Air,Advance,40
ORD-00341,16-07-2022,27-08-2022 00:00,Godrej Industries,chemicals,Rail,Wh-pun-06,711,1033.65,734925.15,34,1.0603935127365396,No,0.12,Rail,Advance,42
ORD-00342,14-07-2022,22-08-2022 00:00,Infosys BPM,electronics,Express Air,Wh-del-02,820,961.53,788454.6,8,4.472870526056044,No,0.29,Express Air,Net 30,39
ORD-00343,04-07-2023,18-08-2023 00:00,Asian Paints Ltd,raw materials,Air,Wh-del-02,489,192.38,94073.82,21,8.125482333352117,No,0.16,Air,Net 60,45
ORD-00344,05-04-2023,17-04-2023 00:00,Godrej Industries,packaging,Road,Wh-blr-04,929,2365.61,2197651.69,34,6.363899579651337,Yes,0.18,Road,Net 30,12
ORD-00345,24-05-2022,13-06-2022 00:00,  Godrej Industries  ,packaging,Road,Wh-hyd-05,936,2828.56,2647532.16,4,1.9113392315364304,No,0.07,Road,Net 60,20
ORD-00346,09-03-2023,01-04-2023 00:00,TATA STEEL LTD,chemicals,Air,Wh-mum-01,640,337.89,216249.6,25,8.624255407244066,No,0.19,Air,Net 30,23
ORD-00347,07-07-2022,unknown,RELIANCE INDUSTRIES,textiles,Road,Wh-del-02,551,3879.88,2137813.88,15,5.779768103967186,No,0.17,Road,Cod,0
ORD-00348,13-10-2022,19-11-2022 00:00,Wipro Logistics,chemicals,Air,Wh-blr-04,338,2271.91,767905.58,4,8.575510255702085,No,0.06,Air,Cod,37
ORD-00349,19-04-2023,24-04-2023 00:00,TATA STEEL LTD,chemicals,Road,Wh-mum-01,872,2626.71,3433719.6,45,6.221993669065264,No,0.02,Road,Cod,5
ORD-00350,13-09-2022,24-10-2022 00:00,  RELIANCE INDUSTRIES  ,chemicals,Road,Wh-blr-04,641,2209.41,1416231.81,12,6.037196003541459,Yes,0.18,Road,Advance,41
ORD-00351,14-06-2024,20-06-2024 00:00,asian paints ltd,raw materials,Rail,Wh-del-02,779,2009.81,1565641.99,32,1.9473326667731117,No,0.23,Rail,Cod,6
ORD-00352,19-03-2022,02-04-2022 00:00,TATA STEEL LTD,chemicals,Road,Wh-mum-01,988,2802.61,1954394.15,32,2.5062375982476515,No,0.16,Road,Net 30,14
ORD-00353,30-03-2023,29-04-2023 00:00,Reliance Industries,chemicals,Express Air,Wh-blr-04,953,784.65,930690.85,28,9.748227308,No,0.07,Express Air,Cod,30
ORD-00354,07-04-2024,01-05-2024 00:00,BlueDart Express,chemicals,Rail,Wh-del-02,473,917.82,434128.86,13,3.0563807207929368,Yes,0.2,Rail,Net 30,24
ORD-00355,01-06-2024,22-06-2024 00:00,Unknown,Unknown,Express Air,Wh-blr-04,946,4310.31,4077553.26,31,5.659903020392016,Yes,0.02,Express Air,Net 30,21
ORD-00356,26-05-2024,02-07-2024 00:00,Wipro Logistics,electronics,Road,Wh-mum-01,151,4731.12,714399.12,14,5.787214359,Yes,0.13,Road,Net 30,37
ORD-00357,18-07-2023,22-07-2023 00:00,Wipro Logistics,electronics,Sea,Wh-blr-04,415,1872.81,777216.15,20,2.222101423575434,Yes,0.05,Sea,Net 60,4
ORD-00358,11-04-2022,21-05-2022 00:00,Godrej Industries,packaging,Road,Wh-mum-01,990,1361.02,1347409.8,18,1.8937198247832363,No,0.06,Road,Net 90,40
ORD-00359,21-02-2022,unknown,DHL Supply Chain,electronics,Air,Wh-blr-04,298,3223.56,960620.88,29,2.879776636,Yes,0.06,Air,Net 30,0
ORD-00360,30-10-2023,28-11-2023 00:00,Infosys BPM,electronics,Sea,Wh-del-02,611,2049.58,1252293.38,6,9.33073597,Yes,0.12,Sea,Net 30,29
ORD-00361,08-07-2023,09-08-2023 00:00,Godrej Industries,electronics,Rail,Wh-hyd-05,263,136.68,35946.84,32,4.727352018954042,No,0.02,Rail,Net 30,32
ORD-00362,06-05-2024,02-06-2024 00:00,BlueDart Express,packaging,Air,Wh-hyd-05,764,789.2,602948.8,29,4.558908412,Yes,0.12,Air,Net 60,27
ORD-00363,16-01-2022,18-02-2022 00:00,BlueDart Express,packaging,Express Air,Wh-mum-01,144,3582.7,515908.8,43,3.818856349631566,Yes,0.15,Express Air,Net 90,33
ORD-00364,06-04-2022,04-05-2022 00:00,  Wipro Logistics  ,textiles,Road,Wh-che-03,346,3298.03,1141118.38,2,2.323556655099296,No,0.14,Road,Net 60,28
ORD-00365,11-02-2024,26-03-2024 00:00,Godrej Industries,packaging,Rail,Wh-che-03,624,145.21,90611.04,23,5.390660774731658,No,0.11,Rail,Net 30,44
ORD-00366,19-05-2024,20-06-2024 00:00,  RELIANCE INDUSTRIES  ,raw materials,Express Air,Wh-blr-04,572,1117.64,639290.08,19,2.1704300426002483,No,0.25,Express Air,Advance,32
ORD-00367,31-08-2022,20-09-2022 00:00,Asian Paints Ltd,food & beverage,Road,Wh-hyd-05,881,1163.06,1024655.86,31,8.519322127440947,No,0.04,Road,Net 30,20
ORD-00368,20-06-2022,unknown,Mahindra Logistics,raw materials,Road,Wh-che-03,2,3362.74,6725.48,51,4.333572876477758,Yes,0.15,Road,Net 30,0
ORD-00369,21-02-2023,01-04-2023 00:00,mahindra logistics,textiles,Road,Wh-mum-01,897,2368.511646,1167918.4155128205,5,4.373232110036167,No,0.02,Road,Cod,39
ORD-00370,13-05-2023,09-05-2023 00:00,  BlueDart Express  ,electronics,Air,Wh-mum-01,304,529.5,160968,19,5.266057856348403,Yes,0.02,Air,Net 60,-4
ORD-00371,08-05-2023,22-05-2023 00:00,DHL Supply Chain,packaging,Express Air,Wh-che-03,254,4001.58,1016401.32,34,4.997149418491764,Yes,0.17,Express Air,Net 30,14
ORD-00372,07-08-2022,24-08-2022 00:00,mahindra logistics,electronics,Road,Wh-hyd-05,652,900.94,587412.88,10,9.953721757533891,Yes,0.17,Road,Advance,17
ORD-00373,04-06-2024,12-06-2024 00:00,Blue Dart Express,textiles,Express Air,Wh-blr-04,453,3267.2,2647853.14,25,5.908430090964723,Yes,0.26,Express Air,Net 30,8
ORD-00374,15-02-2023,unknown,Asian Paints Ltd,packaging,Express Air,Wh-mum-01,-513,1198.53,-614845.89,2,1.793815334108836,Yes,0.17,Express Air,Net 60,0
ORD-00375,02-03-2022,14-03-2022 00:00,TATA STEEL LTD,raw materials,Express Air,Wh-mum-01,160,506.21,80993.6,11,6.461896074,Yes,0.29,Express Air,Net 30,12
ORD-00376,18-06-2022,23-07-2022 00:00,TATA STEEL LTD,textiles,Road,Wh-blr-04,9,1223.43,11010.87,50,4.97906802,Yes,0.01,Road,Net 30,35
ORD-00377,24-01-2023,26-02-2023 00:00,  BlueDart Express  ,packaging,Rail,Wh-mum-01,233,3614.11,842087.63,31,1.2784388025820776,No,0.03,Rail,Advance,33
ORD-00378,03-01-2022,15-02-2022 00:00,Wipro Logistics,food & beverage,Road,Wh-che-03,99,4279.93,423713.07,56,9.736679383095233,Yes,0.01,Road,Advance,43
ORD-00379,04-02-2023,09-02-2023 00:00,RELIANCE INDUSTRIES,raw materials,Road,Wh-mum-01,659,4152.8,2736695.2,15,7.961850023811075,No,0.06,Road,Net 30,5
ORD-00380,29-09-2022,02-10-2022 00:00,Godrej Industries,machinery,Road,Wh-mum-01,816,1991.95,1625431.2,9,9.820980931723902,Yes,0.16,Road,Net 30,3
ORD-00381,13-03-2024,12-04-2024 00:00,RELIANCE INDUSTRIES,chemicals,Sea,Wh-mum-01,208,3343.74,1243573.59,23,5.3009060322001815,No,0.19,Sea,Net 30,30
ORD-00382,14-03-2024,04-04-2024 00:00,Infosys BPM,electronics,Air,Wh-che-03,131,1032.87,76985.35,19,5.790317780340785,Yes,0.01,Air,Advance,21
ORD-00383,11-04-2023,18-05-2023 00:00,mahindra logistics,packaging,Rail,Wh-del-02,404,1472.81,595015.24,9,2.515032603272172,Yes,0.28,Rail,Net 30,37
ORD-00384,20-10-2022,30-11-2022 00:00,asian paints ltd,raw materials,Rail,Wh-hyd-05,152,4482.72,681373.44,35,3.22216684,No,0.25,Rail,Net 30,41
ORD-00385,10-03-2023,18-03-2023 00:00,RELIANCE INDUSTRIES,food & beverage,Air,Wh-hyd-05,54,74.88,4043.52,21,6.008473863176535,No,0.09,Air,Net 30,8
ORD-00386,15-12-2023,05-01-2024 00:00,Infosys BPM,machinery,Road,Wh-mum-01,120,436.69,52402.8,9,4.205670824058347,Yes,0.02,Road,Net 30,21
ORD-00387,19-01-2024,28-02-2024 00:00,asian paints ltd,textiles,Air,Wh-che-03,673,2368.511646,1167918.4155128205,28,8.441334764,Yes,0.05,Air,Net 90,40
ORD-00388,13-03-2024,27-04-2024 00:00,DHL Supply Chain,food & beverage,Rail,Wh-mum-01,920,142.4,223325.83,46,7.381123518583286,Yes,0.04,Rail,Advance,45
ORD-00389,24-07-2023,30-07-2023 00:00,RELIANCE INDUSTRIES,raw materials,Road,Wh-blr-04,628,915.36,574846.08,51,2.5945383274467897,Yes,0.04,Road,Cod,6
ORD-00391,06-01-2024,13-02-2024 00:00,Godrej Industries,electronics,Sea,Wh-che-03,625,2112.91,1320568.75,16,7.096485893668452,No,0.07,Sea,Net 60,38
ORD-00392,14-05-2023,20-05-2023 00:00,Infosys BPM,machinery,Express Air,Wh-che-03,968,4464.43,4321568.24,16,3.115334933234426,No,0.11,Express Air,Net 30,6
ORD-00393,08-06-2022,28-06-2022 00:00,Unknown,Unknown,Road,Wh-pun-06,420,4089.04,1717396.8,33,5.659903020392016,No,0.3,Road,Net 60,20
ORD-00394,14-07-2022,29-07-2022 00:00,Mahindra Logistics,packaging,Road,Wh-blr-04,422,1715.67,724012.74,4,5.903448917906681,Yes,0.21,Road,Net 30,15
ORD-00396,11-08-2022,09-08-2022 00:00,Mahindra Logistics,electronics,Road,Wh-mum-01,852,1904.67,1622778.84,39,6.2468598354814215,No,0.04,Road,Net 30,-2
ORD-00397,01-03-2022,14-03-2022 00:00,Wipro Logistics,food & beverage,Road,Wh-pun-06,254,2955.57,750714.78,40,9.997424237403226,Yes,0.11,Road,Net 30,13
ORD-00399,24-01-2024,06-03-2024 00:00,mahindra logistics,electronics,Road,Wh-blr-04,112,3124.5,292125.41,37,8.350812371075753,Yes,0.02,Road,Net 30,42
ORD-00400,10-07-2023,26-07-2023 00:00,Unknown,Unknown,Road,Wh-hyd-05,510,2052.96,1047009.6,39,5.659903020392016,No,0,Road,Cod,16
ORD-00401,04-03-2022,21-03-2022 00:00,DHL Supply Chain,raw materials,Road,Wh-hyd-05,473,2764.72,1440297.97,52,8.041494965140785,No,0.2,Road,Net 60,17
ORD-00402,05-02-2024,15-03-2024 00:00,Godrej Industries,packaging,Rail,Wh-mum-01,99,2186.27,216440.73,29,7.611201308092719,No,0.19,Rail,Net 60,39
ORD-00403,18-11-2022,30-12-2022 00:00,Unknown,Unknown,Air,Wh-mum-01,-771,1479.38,-1140601.98,52,5.659903020392016,Yes,0.12,Air,Net 60,42
ORD-00404,28-02-2022,20-02-2022 00:00,TATA STEEL LTD,machinery,Road,Wh-mum-01,861,4742.78,4083533.58,36,3.932408058080049,Yes,0.15,Road,Net 30,-8
ORD-00405,21-02-2022,30-03-2022 00:00,RELIANCE INDUSTRIES,electronics,Express Air,Wh-blr-04,914,3820.39,3491836.46,38,8.132692527666272,Yes,0.12,Express Air,Net 30,37
ORD-00406,22-08-2023,20-09-2023 00:00,Unknown,Unknown,Express Air,Wh-blr-04,896,709.16,635407.36,39,5.659903020392016,Yes,0.01,Express Air,Net 30,29
ORD-00407,04-05-2023,10-06-2023 00:00,TATA STEEL LTD,electronics,Express Air,Wh-mum-01,878,4343.66,3813733.48,50,7.577362258406279,Yes,0.1,Express Air,Cod,37
ORD-00408,30-05-2023,09-07-2023 00:00,Infosys BPM,electronics,Road,Wh-mum-01,338,2442.28,825490.64,37,2.331857326292513,Yes,0.05,Road,Net 30,40
ORD-00409,23-05-2024,03-07-2024 00:00,  Infosys BPM  ,packaging,Air,Wh-blr-04,706,4473.82,3158516.92,52,8.673020037113982,No,0.03,Air,Cod,41
ORD-00410,28-06-2023,27-07-2023 00:00,RELIANCE INDUSTRIES,raw materials,Road,Wh-che-03,822,4001.28,3289052.16,35,7.397962450140872,No,0.29,Road,Net 30,29
ORD-00411,11-06-2022,03-06-2022 00:00,Unknown,Unknown,Air,Wh-mum-01,163,2296.920253164557,924913.841,7,5.659903020392016,No,0.18,Air,Net 30,-8
ORD-00412,28-02-2022,18-03-2022 00:00,DHL Supply Chain,food & beverage,Road,Wh-mum-01,720,122.12,87926.4,27,2.191351411314752,Yes,0.22,Road,Net 30,18
ORD-00413,05-06-2023,28-06-2023 00:00,RELIANCE INDUSTRIES,raw materials,Road,Wh-mum-01,957,1350.7,1292619.9,28,6.337130503245379,Yes,0.09,Road,Net 30,23
ORD-00414,24-03-2022,13-04-2022 00:00,Reliance Industries,chemicals,Rail,Wh-mum-01,681,2712.75,1847382.75,-15,6.392085265362926,Yes,0.12,Rail,Cod,20
ORD-00415,21-05-2024,24-05-2024 00:00,Asian Paints Ltd,raw materials,Sea,Wh-hyd-05,996,3171.06,3158375.76,14,4.181146664921042,No,0.07,Sea,Net 60,3
ORD-00416,10-07-2022,05-07-2022 00:00,  DHL Supply Chain  ,textiles,Air,Wh-pun-06,161,1296.86,208794.46,7,5.126197821,Yes,0.03,Air,Net 90,-5
ORD-00417,12-03-2022,10-03-2022 00:00,Infosys BPM,electronics,Air,Wh-mum-01,580,705.39,409126.2,37,1.3418340696086812,No,0.05,Air,Net 30,-2
ORD-00418,02-09-2023,05-10-2023 00:00,Blue Dart Express,electronics,Road,Wh-mum-01,801,4176.3,3345216.3,22,7.712740347643108,No,0.24,Road,Net 30,33
ORD-00419,11-03-2022,18-04-2022 00:00,Wipro Logistics,electronics,Air,Wh-pun-06,769,4922.17,1249835.930934066,5,5.943902314628566,No,0.2,Air,Net 30,38
ORD-00420,23-11-2023,26-11-2023 00:00,Wipro Logistics,packaging,Road,Wh-mum-01,277,2633.19,729393.63,55,1.519669466822564,No,0.16,Road,Net 30,3
ORD-00421,01-06-2024,08-07-2024 00:00,Unknown,Unknown,Road,Wh-hyd-05,816,866.68,707210.88,2,5.659903020392016,Yes,0.14,Road,Net 30,37
ORD-00422,29-08-2022,19-09-2022 00:00,RELIANCE INDUSTRIES,machinery,Road,Wh-del-02,916,1368.81,1253829.96,27,5.201038695080691,No,0.28,Road,Net 30,21
ORD-00423,18-02-2023,23-03-2023 00:00,BlueDart Express,chemicals,Road,Wh-hyd-05,504,101.77,51292.08,21,1.310151335,No,0.02,Road,Net 30,33
ORD-00425,30-06-2024,22-07-2024 00:00,RELIANCE INDUSTRIES,electronics,Rail,Wh-blr-04,392,597.58,234251.36,38,9.542009287804964,Yes,0.1,Rail,Net 60,22
ORD-00426,07-08-2023,13-08-2023 00:00,Godrej Industries,electronics,Sea,Wh-del-02,135,2886.82,389720.7,15,5.616121745324778,Yes,0.23,Sea,Net 30,6
ORD-00427,10-09-2022,22-09-2022 00:00,asian paints ltd,machinery,Air,Wh-pun-06,195,1377.54,269298.85,21,5.840110437934175,No,0.3,Air,Advance,12
ORD-00428,16-08-2023,unknown,Infosys BPM,raw materials,Road,Wh-mum-01,401,2775.35,1112915.35,10,7.7915909943873265,No,0.07,Road,Net 30,0
ORD-00429,01-09-2023,30-09-2023 00:00,mahindra logistics,textiles,Road,Wh-mum-01,640,2368.511646,1167918.4155128205,23,5.4273799009515615,No,1.49,Road,Net 90,29
ORD-00430,10-02-2022,22-03-2022 00:00,Godrej Industries,packaging,Sea,Wh-blr-04,33,4150.41,136963.53,58,3.722027304604419,No,0.25,Sea,Net 30,40
ORD-00431,27-09-2023,21-10-2023 00:00,asian paints ltd,electronics,Rail,Wh-che-03,688,1040.04,715547.52,56,16.07293973925886,Yes,0.07,Rail,Cod,24
ORD-00432,25-03-2022,19-04-2022 00:00,BlueDart Express,packaging,Road,Wh-mum-01,460,64.87,29840.2,39,5.701997309,No,0.12,Road,Cod,25
ORD-00433,06-03-2023,28-03-2023 00:00,Asian Paints Ltd,packaging,Road,Wh-mum-01,955,693.06,661872.3,5,6.064405291201052,No,0.12,Road,Cod,22
ORD-00434,05-11-2023,09-11-2023 00:00,Tata Steel Ltd,packaging,Air,Wh-blr-04,280,4501.09,1298412.9387958115,1,4.971013422897939,Yes,0.29,Air,Advance,4
ORD-00435,21-08-2023,02-10-2023 00:00,Infosys BPM,chemicals,Rail,Wh-del-02,470,4370.71,2054233.7,13,6.451797728,Yes,0.05,Rail,Cod,42
ORD-00436,02-08-2023,24-08-2023 00:00,Reliance Industries,electronics,Road,Wh-mum-01,375,2991.09,1121658.75,21,9.268612395457396,No,0.24,Road,Net 30,22
ORD-00437,20-06-2023,03-08-2023 00:00,Tata Steel Ltd,raw materials,Air,Wh-hyd-05,22,3006.58,66144.76,26,4.260412784,No,0.1,Air,Net 60,44
ORD-00438,20-11-2022,07-12-2022 00:00,BlueDart Express,chemicals,Express Air,Wh-mum-01,750,3328.53,2496397.5,50,7.531448168979542,No,0.22,Express Air,Net 30,17
ORD-00439,25-09-2022,07-11-2022 00:00,  TATA STEEL LTD  ,food & beverage,Air,Wh-che-03,670,885.1,593017,45,9.050073011418087,No,0.13,Air,Advance,43
ORD-00440,29-07-2022,06-09-2022 00:00,  Tata Steel Ltd  ,machinery,Air,Wh-hyd-05,38,4572.92,173770.96,21,5.103813481839432,No,0.17,Air,Advance,39
ORD-00441,17-11-2023,09-12-2023 00:00,Unknown,Unknown,Rail,Wh-mum-01,230,2099.66,409135.63,53,5.659903020392016,No,0.25,Rail,Net 30,22
ORD-00442,04-01-2024,16-02-2024 00:00,Tata Steel Ltd,chemicals,Road,Wh-hyd-05,365,1921.86,701478.9,18,6.419052868193016,No,0.24,Road,Net 60,43
ORD-00443,18-11-2022,11-12-2022 00:00,Mahindra Logistics,packaging,Road,Wh-hyd-05,563,2599.4,1463462.2,37,6.322660834802393,No,0.26,Road,Net 30,23
ORD-00444,02-09-2022,14-10-2022 00:00,mahindra logistics,packaging,Road,Wh-che-03,438,244.36,107029.68,45,8.259304080936493,No,0.02,Road,Cod,42
ORD-00445,29-09-2022,25-10-2022 00:00,  Asian Paints Ltd  ,textiles,Road,Wh-mum-01,776,839.75,651646,25,5.288350454004634,No,0.21,Road,Net 30,26
ORD-00446,10-02-2023,16-02-2023 00:00,Asian Paints Ltd,raw materials,Express Air,Wh-che-03,283,3692.79,1045059.57,36,9.965106547,Yes,0.04,Express Air,Net 30,6
ORD-00447,15-05-2022,09-06-2022 00:00,TATA STEEL LTD,packaging,Express Air,Wh-mum-01,27,423.17,11425.59,17,1.5352441198055269,No,0.12,Express Air,Cod,25
ORD-00448,19-11-2023,11-12-2023 00:00,mahindra logistics,machinery,Road,Wh-hyd-05,226,3019.73,682458.98,35,1.0285106372263155,No,0.16,Road,Advance,22
ORD-00449,23-10-2023,05-12-2023 00:00,Unknown,Unknown,Express Air,Wh-mum-01,-710,1234.29,-876345.9,49,5.659903020392016,Yes,0.12,Express Air,Advance,43
ORD-00450,04-11-2022,18-12-2022 00:00,mahindra logistics,packaging,Air,Wh-del-02,798,1952.59,1558166.82,11,3.685914211,Yes,0.16,Air,Net 30,44
ORD-00451,14-04-2023,20-04-2023 00:00,TATA STEEL LTD,packaging,Road,Wh-mum-01,609,1450.58,883403.22,21,3.163441498295354,No,0.3,Road,Net 30,6
ORD-00452,20-11-2022,18-12-2022 00:00,asian paints ltd,food & beverage,Road,Wh-mum-01,284,1784.81,757118.39,52,3.807091720038524,Yes,0.04,Road,Net 30,28
ORD-00453,09-02-2024,11-02-2024 00:00,Tata Steel Ltd,food & beverage,Air,Wh-pun-06,879,3598.04,3162677.16,55,3.304428085944589,Yes,0.2,Air,Net 90,2
ORD-00454,16-03-2022,28-03-2022 00:00,RELIANCE INDUSTRIES,electronics,Road,Wh-mum-01,960,1492.64,1432934.4,53,1.2771104469440306,No,0.12,Road,Net 60,12
ORD-00455,10-01-2022,01-02-2022 00:00,Asian Paints Ltd,textiles,Rail,Wh-mum-01,481,2836.36,1364289.16,26,5.865294689935085,No,0.04,Rail,Net 90,22
ORD-00456,15-04-2023,17-05-2023 00:00,mahindra logistics,raw materials,Road,Wh-mum-01,453,2385.49,1080626.97,4,2.986709396075036,Yes,0.05,Road,Net 30,32
ORD-00457,29-09-2023,08-10-2023 00:00,Mahindra Logistics,raw materials,Road,Wh-mum-01,829,3321.72,2753705.88,34,7.606267863303756,Yes,0.28,Road,Net 30,9
ORD-00458,31-07-2023,19-08-2023 00:00,Asian Paints Ltd,food & beverage,Road,Wh-pun-06,816,4684.78,3822780.48,52,7.863367552247578,No,0.26,Road,Advance,19
ORD-00459,13-04-2022,20-04-2022 00:00,Infosys BPM,electronics,Air,Wh-blr-04,659,3665.53,2415584.27,48,9.363316582065064,Yes,0.27,Air,Net 30,7
ORD-00460,17-03-2022,21-04-2022 00:00,Tata Steel Ltd,raw materials,Road,Wh-del-02,516,2499.6922435897436,1183130.236513158,18,1.2749451138404198,Yes,0.3,Road,Net 30,35
ORD-00461,05-07-2023,08-08-2023 00:00,DHL Supply Chain,machinery,Express Air,Wh-mum-01,547,165.6,90583.2,40,8.848435046,Yes,0.06,Express Air,Cod,34
ORD-00462,07-08-2022,unknown,asian paints ltd,electronics,Sea,Wh-mum-01,192,1318.7,253190.4,35,5.745035627558202,No,0.11,Sea,Net 30,0
ORD-00463,03-06-2023,13-07-2023 00:00,Blue Dart Express,packaging,Rail,Wh-pun-06,49,2979.44,145992.56,41,6.692896989692451,No,0.2,Rail,Net 30,40
ORD-00464,29-09-2022,24-10-2022 00:00,Reliance Industries,raw materials,Express Air,Wh-mum-01,512,266.61,136504.32,29,6.800232494089303,Yes,0.15,Express Air,Net 30,25
ORD-00465,16-05-2022,28-05-2022 00:00,Wipro Logistics,chemicals,Road,Wh-mum-01,17,2486.87,42276.79,52,8.378180244862548,No,0.13,Road,Net 30,12
ORD-00466,24-12-2022,02-02-2023 00:00,asian paints ltd,raw materials,Air,Wh-del-02,172,2988.25,513979,29,4.000665899431994,Yes,0.11,Air,Net 30,40
ORD-00467,21-06-2024,02-07-2024 00:00,Unknown,Unknown,Road,Wh-mum-01,220,1677.88,369133.6,29,5.659903020392016,Yes,0.18,Road,Net 30,11
ORD-00468,12-03-2022,15-03-2022 00:00,RELIANCE INDUSTRIES,packaging,Road,Wh-mum-01,158,3856.85,609382.3,42,5.757202987499774,Yes,0.17,Road,Net 60,3
ORD-00469,19-06-2024,02-08-2024 00:00,Infosys BPM,electronics,Road,Wh-hyd-05,477,541.93,258500.61,21,8.140546128748129,Yes,0.05,Road,Net 30,44
ORD-00470,08-09-2022,07-10-2022 00:00,asian paints ltd,textiles,Express Air,Wh-mum-01,46,384.94,17707.24,42,9.914914295,Yes,0.14,Express Air,Net 60,29
ORD-00471,14-01-2023,12-02-2023 00:00,Mahindra Logistics,electronics,Air,Wh-mum-01,373,3643.66,1359085.18,13,2.805859156633851,Yes,0.17,Air,Net 30,29
ORD-00472,19-10-2022,04-11-2022 00:00,RELIANCE INDUSTRIES,raw materials,Rail,Wh-mum-01,518,2482.5,1285935,49,9.951837774039982,No,0.17,Rail,Net 90,16
ORD-00473,11-06-2022,12-07-2022 00:00,Unknown,Unknown,Rail,Wh-che-03,-686,3445.13,-2363359.18,41,5.659903020392016,No,0.06,Rail,Net 90,31
ORD-00474,25-03-2023,07-04-2023 00:00,Infosys BPM,electronics,Air,Wh-pun-06,892,2179.79,1944372.68,17,1.0208579311433248,Yes,0.22,Air,Net 30,13
ORD-00475,03-05-2024,09-06-2024 00:00,BlueDart Express,food & beverage,Sea,Wh-del-02,745,1239.55,923464.75,56,1.3974574256004813,No,0.01,Sea,Net 60,37
