order_id,order_date,delivery_date,supplier_name,product_category,region,warehouse_code,quantity_ordered,unit_price_inr,total_amount_inr,lead_time_days,quality_score,on_time_delivery,discount_pct,shipment_mode,payment_terms
ORD-00313,14-03-2024,25-04-2024,Asian Paints Ltd,Textiles,mumbai,WH-HYD-05,837,1738.27,1454931.99,2,4.486533271017934,Yes,0.24290251087976678,ROAD,Net 90
ORD-00314,30-04-2023,05-06-2023,BlueDart Express,Electronics,Pune,WH-BLR-04,884,1741.3,1539309.2,,8.666571131865528,YES,0.2851598462863227,Sea,NET30
ORD-00315,06-04-2024,20-04-2024,Tata Steel Ltd,raw materials,mumbai,wh-mum-01,610,3690.13,2250979.3,18,4.635080777531114,no,0.006619845,Express Air,COD
ORD-00316,21-02-2023,08-03-2023,Godrej Industries,Electronics,Kolkata,WH-MUM-01,198,2266.57,448780.86,14,1.6985318025829677,1,0.2947563816768116,ROAD,Net 30
ORD-00317,14-07-2022,13-08-2022,,Machinery,Kolkata,WH-BLR-04,982,1130.78,1110425.96,20,5.882809316790263,NO,0.025839642,Air,net 30
ORD-00318,07-04-2022,14-04-2022,asian paints ltd,packaging,Kolkata,WH-DEL-02,907,2267.67,2056776.69,18,8.755682454264658,1,0.24431603378062838,Air,Net 90
ORD-00319,10-04-2022,01-05-2022,,Chemicals,,WH-CHE-03,511,712.88,300027.64,10,6.312569886578437,YES,0.084100426,air,
ORD-00320,06-11-2023,30-11-2023,Wipro Logistics,packaging,,WH-HYD-05,752,890.17,669407.84,25,3.036511973928086,no,0.039653897,,NET 60
ORD-00321,18-03-2023,01-05-2023,Reliance Industries,Chemicals,Ahmedabad,WH-HYD-05,144,2496.86,359547.84,2,4.458156581236432,1,0.13195669191415046,air,Advance
ORD-00322,29-12-2022,03-01-2023,Asian Paints Ltd,ELECTRONICS,Mumbai,WH-CHE-03,609,2100.44,1279167.96,25,5.0511102506373895,1,0.19318697383428404,,COD
ORD-00323,10-03-2023,16-03-2023,Godrej Industries,Machinery,,WH-CHE-03,201,4575.08,919591.08,54,6.213397184384742,NO,0.1142855535070425,ROAD,Net 60
ORD-00324,25-02-2023,04-03-2023,Blue Dart Express,ELECTRONICS,Delhi,WH-MUM-01,124,1818.35,225475.4,33,7.834159231773517,0,0.016369622484809686,Rail,Advance
ORD-00325,24-04-2023,18-05-2023,Blue Dart Express,Food & Beverage,DELHI,WH-MUM-01,187,2907.14,543635.18,36,1.8898625587657185,no,0.17983834189761497,Air,NET 60
ORD-00326,03-06-2024,09-07-2024,,Food & Beverage,DELHI,WH_MUM_01,326,3165,1031790,31,9.006868297158096,YES,0.2707209828332024,Rail,Net 60
ORD-00327,17-01-2024,08-01-2024,Wipro Logistics,Raw Materials,Mumbai,wh-mum-01,464,75.34,34957.76,14,1.1107873271446804,no,0.1149646097841755,air,Net 90
ORD-00328,25-02-2022,09-04-2022,  Infosys BPM  ,raw materials,Bangalore,WH-BLR-04,349,3321.05,1159046.45,1,4.330471012068298,Yes,0.064899833,Rail,
ORD-00329,21-11-2023,14-12-2023,TATA STEEL LTD,Chemicals,,,771,898.4,692666.4,46,1.2467827897539188,0,0.1327732037798446,Express Air,Net-30
ORD-00330,01-11-2023,29-11-2023,Blue Dart Express,raw materials,,wh-mum-01,660,4805.74,3171788.4,16,4.5367680281076215,Yes,0.014508813,ROAD,
ORD-00331,24-10-2023,28-10-2023,Tata Steel Ltd,Electronics,mumbai,WH_MUM_01,764,751.83,574398.12,54,5.732313389859914,YES,0.24614627534408243,Express Air,NET30
ORD-00332,11-04-2022,20-05-2022,Infosys BPM,Machinery,Mumbai,WH-HYD-05,955,2078.97,1985416.35,46,5.605132479233606,NO,0.247902243,Rail,Advance
ORD-00154,04-03-2022,11-03-2022,RELIANCE INDUSTRIES,packaging,,WH-MUM-01,932,435.89,406249.48,52,2.4906551232543883,NO,0.17640013902888851,Road,
ORD-00334,17-02-2023,03-03-2023,Tata Steel Ltd,ELECTRONICS,mumbai,WH-DEL-02,403,4984.4,2008713.2,3,6.811664591,YES,0.10593086668151684,ROAD,Advance
ORD-00335,16-01-2024,16-02-2024,Infosys BPM,Electronics,,WH-MUM-01,346,2515.95,870518.7,35,1.403006054542014,yes,0.239935009,,Net 90
ORD-00336,14-12-2022,21-12-2022,Godrej Industries,Food & Beverage,Ahmedabad,WH-PUN-06,963,2980.97,2870674.11,41,7.857161381191738,YES,0.16640610743651016,Rail,NET30
ORD-00337,30-03-2024,05-05-2024,BlueDart Express,Packaging,Mumbai,WH-CHE-03,511,344.71,176146.81,6,9.519799905941916,0,0.24777969256500484,air,NET30
ORD-00338,01-06-2024,19-06-2024,asian paints ltd,Textiles,Bangalore,WH-CHE-03,147,3752.3,551588.1,25,4.057919444360061,No,0.1894376377749062,Road,
ORD-00339,22-04-2022,20-05-2022,Wipro Logistics,ELECTRONICS,Hyderabad,WH-MUM-01,148,1057.43,156499.64,13,5.6551544354289875,NO,0.23532164196383917,ROAD,Advance
ORD-00340,12-09-2022,22-10-2022,  Blue Dart Express  ,ELECTRONICS,DELHI,WH-HYD-05,864,4491.29,3880474.56,53,4.410192503,,0.179568898,Air,Advance
ORD-00341,16-07-2022,27-08-2022,Godrej Industries,Chemicals,mumbai,WH-PUN-06,711,1033.65,734925.15,34,1.0603935127365396,0,0.12424232046469985,Rail,Advance
ORD-00342,14-07-2022,22-08-2022,Infosys BPM,,Hyderabad,WH-DEL-02,820,961.53,788454.6,8,4.4728705260560435,0,0.28738375797784127,Express Air,net 30
ORD-00343,04-07-2023,18-08-2023,Asian Paints Ltd,raw materials,Hyderabad,WH-DEL-02,489,192.38,94073.82,21,8.125482333352117,0,0.1623341474636534,air,NET 60
ORD-00344,05-04-2023,17-04-2023,Godrej Industries,Packaging,DELHI,WH-BLR-04,929,2365.61,2197651.69,34,6.363899579651337,1,0.1815268555621615,ROAD,Net-30
ORD-00345,24-05-2022,13-06-2022,  Godrej Industries  ,packaging,Chennai,WH-HYD-05,936,2828.56,2647532.16,4,1.9113392315364304,0,0.066146292,,NET 60
ORD-00346,09-03-2023,01-04-2023,TATA STEEL LTD,Chemicals,mumbai,WH_MUM_01,640,337.89,216249.6,,8.624255407244066,NO,0.18769523682818293,air,Net 30
ORD-00347,07-07-2022,,RELIANCE INDUSTRIES,Textiles,Hyderabad,,551,3879.88,2137813.88,15,5.779768103967186,No,0.17148229484488314,air,COD
ORD-00348,13-10-2022,19-11-2022,Wipro Logistics,Chemicals,Kolkata,WH-BLR-04,338,2271.91,767905.58,4,8.575510255702085,No,0.055451519,air,COD
ORD-00349,19-04-2023,24-04-2023,TATA STEEL LTD,Chemicals,Mumbai,WH_MUM_01,872,2626.71,3433719.6,45,6.221993669065264,0,0.017876129205943114,ROAD,COD
ORD-00350,13-09-2022,24-10-2022,  RELIANCE INDUSTRIES  ,Chemicals,,WH-BLR-04,641,2209.41,1416231.81,12,6.037196003541459,Yes,0.18130779591443133,,Advance
ORD-00351,14-06-2024,20-06-2024,asian paints ltd,raw materials,Chennai,WH-DEL-02,779,2009.81,1565641.99,32,1.9473326667731115,NO,0.22910768080509614,Rail,COD
ORD-00352,19-03-2022,02-04-2022,TATA STEEL LTD,Chemicals,DELHI,WH_MUM_01,988,2802.61,1954394.15,32,2.5062375982476515,NO,0.15702041127660246,ROAD,Net-30
ORD-00353,30-03-2023,29-04-2023,Reliance Industries,Chemicals,Ahmedabad,WH-BLR-04,953,784.65,930690.85,28,9.748227308,no,0.068031788,Express Air,COD
ORD-00354,07-04-2024,01-05-2024,BlueDart Express,Chemicals,DELHI,WH-DEL-02,473,917.82,434128.86,13,3.0563807207929368,yes,0.19995659300791047,Rail,net 30
ORD-00355,01-06-2024,22-06-2024,,Chemicals,Delhi,WH-BLR-04,946,4310.31,4077553.26,31,9.797069062,yes,0.024031717982880674,Express Air,Net-30
ORD-00356,26-05-2024,02-07-2024,Wipro Logistics,,,,151,4731.12,714399.12,14,5.787214359,Yes,0.13255011144058637,Air,Net-30
ORD-00357,18-07-2023,22-07-2023,Wipro Logistics,ELECTRONICS,Delhi,WH-BLR-04,415,1872.81,777216.15,20,2.222101423575434,yes,0.049010028,Sea,NET 60
ORD-00358,11-04-2022,21-05-2022,Godrej Industries,Packaging,Chennai,,990,1361.02,1347409.8,18,1.8937198247832365,no,0.055337715317965004,Rail,Net 90
ORD-00359,21-02-2022,,DHL Supply Chain,Electronics,Kolkata,WH-BLR-04,298,3223.56,960620.88,29,2.879776636,YES,0.060688185,Air,NET30
ORD-00360,30-10-2023,28-11-2023,Infosys BPM,Electronics,,WH-DEL-02,611,2049.58,1252293.38,6,9.330735970228021,yes,0.11601211711319337,Sea,net 30
ORD-00361,08-07-2023,09-08-2023,Godrej Industries,Electronics,Chennai,WH-HYD-05,263,136.68,35946.84,32,4.727352018954042,NO,0.015345061686119287,Rail,
ORD-00362,06-05-2024,02-06-2024,BlueDart Express,packaging,mumbai,WH-HYD-05,764,789.2,602948.8,29,4.558908412,YES,0.11933803227872945,Air,Net 60
ORD-00363,16-01-2022,18-02-2022,BlueDart Express,packaging,mumbai,WH-MUM-01,144,3582.7,515908.8,43,3.818856349631566,yes,0.15351223413441026,Express Air,Net 90
ORD-00364,06-04-2022,04-05-2022,  Wipro Logistics  ,Textiles,Pune,,346,3298.03,1141118.38,2,2.3235566550992957,NO,0.14498828548989756,air,Net 60
ORD-00365,11-02-2024,26-03-2024,Godrej Industries,,DELHI,WH-CHE-03,624,145.21,90611.04,23,5.390660774731658,NO,0.11483523012091217,Rail,net 30
ORD-00366,19-05-2024,20-06-2024,  RELIANCE INDUSTRIES  ,Raw Materials,Mumbai,WH-BLR-04,572,1117.64,639290.08,19,2.1704300426002483,0,0.25174398242122575,Express Air,Advance
ORD-00367,31-08-2022,20-09-2022,Asian Paints Ltd,Food & Beverage,Chennai,WH-HYD-05,881,1163.06,1024655.86,31,8.519322127440947,No,0.043598008,,
ORD-00368,20-06-2022,,Mahindra Logistics,Raw Materials,DELHI,WH-CHE-03,2,3362.74,6725.48,51,4.333572876477758,Yes,0.15170902313441217,Road,NET30
ORD-00369,21-02-2023,01-04-2023,mahindra logistics,Textiles,Kolkata,,897,,,5,4.373232110036167,no,0.018612425086966287,Express Air,COD
ORD-00370,13-05-2023,09-05-2023,  BlueDart Express  ,ELECTRONICS,Bangalore,WH_MUM_01,304,529.5,160968,19,5.266057856348403,1,0.021346703663372924,Air,NET 60
ORD-00371,08-05-2023,22-05-2023,DHL Supply Chain,,DELHI,WH-CHE-03,254,4001.58,1016401.32,34,4.997149418491764,yes,0.17215975490312888,Express Air,Net 30
ORD-00372,07-08-2022,24-08-2022,mahindra logistics,ELECTRONICS,Delhi,WH-HYD-05,652,900.94,587412.88,10,9.953721757533893,yes,0.16980552746634628,ROAD,Advance
ORD-00373,04-06-2024,12-06-2024,Blue Dart Express,Textiles,Hyderabad,WH-BLR-04,453,3267.2,2647853.14,25,5.908430090964723,YES,0.2634100538533371,Express Air,
ORD-00374,15-02-2023,,Asian Paints Ltd,,Pune,WH_MUM_01,-513,1198.53,-614845.89,2,1.793815334108836,YES,0.16736210269802196,Express Air,NET 60
ORD-00375,02-03-2022,14-03-2022,TATA STEEL LTD,raw materials,Ahmedabad,wh-mum-01,160,506.21,80993.6,11,6.461896074,yes,0.28793730612145507,Express Air,NET30
ORD-00376,18-06-2022,23-07-2022,TATA STEEL LTD,Textiles,Chennai,WH-BLR-04,9,1223.43,11010.87,50,,,0.014608455,Road,Net-30
ORD-00377,24-01-2023,26-02-2023,  BlueDart Express  ,Packaging,Delhi,WH_MUM_01,233,3614.11,842087.63,31,1.2784388025820776,no,0.029402305434222318,Rail,Advance
ORD-00378,03-01-2022,15-02-2022,Wipro Logistics,Food & Beverage,Delhi,WH-CHE-03,99,4279.93,423713.07,56,9.736679383095233,yes,0.013219758471114418,Road,Advance
ORD-00379,04-02-2023,09-02-2023,RELIANCE INDUSTRIES,raw materials,Delhi,WH-MUM-01,659,4152.8,2736695.2,15,7.961850023811075,No,0.055583055,ROAD,Net-30
ORD-00380,29-09-2022,02-10-2022,Godrej Industries,Machinery,DELHI,WH-MUM-01,816,1991.95,1625431.2,9,9.820980931723902,,0.16238103328250342,Road,Net-30
ORD-00381,13-03-2024,12-04-2024,RELIANCE INDUSTRIES,Chemicals,Ahmedabad,wh-mum-01,208,3343.74,1243573.59,23,5.3009060322001815,no,0.1936716544282284,Sea,NET30
ORD-00382,14-03-2024,04-04-2024,Infosys BPM,,Pune,WH-CHE-03,131,1032.87,76985.35,19,5.790317780340785,yes,0.013675547,air,Advance
ORD-00383,11-04-2023,18-05-2023,mahindra logistics,Packaging,Delhi,WH-DEL-02,404,1472.81,595015.24,9,2.515032603272172,1,0.2837912669536798,Rail,NET30
ORD-00384,20-10-2022,30-11-2022,asian paints ltd,Raw Materials,,WH-HYD-05,152,4482.72,681373.44,35,3.22216684,0,0.2526496129951143,Rail,net 30
ORD-00385,10-03-2023,18-03-2023,RELIANCE INDUSTRIES,Food & Beverage,mumbai,WH-HYD-05,54,74.88,4043.52,21,,No,0.088983745,air,Net-30
ORD-00386,15-12-2023,05-01-2024,Infosys BPM,Machinery,,,120,436.69,52402.8,9,4.205670824058347,1,0.023156259067940388,Sea,Net 30
ORD-00387,19-01-2024,28-02-2024,asian paints ltd,Textiles,Kolkata,WH-CHE-03,673,,,28,8.441334764,YES,0.050966122,Air,Net 90
ORD-00388,13-03-2024,27-04-2024,DHL Supply Chain,Food & Beverage,Chennai,WH_MUM_01,920,142.4,223325.83,46,7.381123518583286,YES,0.038083324,Rail,Advance
ORD-00389,24-07-2023,30-07-2023,RELIANCE INDUSTRIES,Raw Materials,mumbai,WH-BLR-04,628,915.36,574846.08,51,2.5945383274467897,yes,0.036985134,,COD
ORD-00171,09-11-2023,16-11-2023,RELIANCE INDUSTRIES,Food & Beverage,,wh-mum-01,587,2919.38,1713676.06,7,,YES,0.15556850659972019,Road,net 30
ORD-00391,06-01-2024,13-02-2024,Godrej Industries,ELECTRONICS,mumbai,WH-CHE-03,625,2112.91,1320568.75,16,7.096485893668452,No,0.073754233,Sea,Net 60
ORD-00392,14-05-2023,20-05-2023,Infosys BPM,Machinery,Mumbai,WH-CHE-03,968,4464.43,4321568.24,16,3.115334933234426,no,0.10744191495874333,Express Air,NET30
ORD-00393,08-06-2022,28-06-2022,,packaging,Chennai,WH-PUN-06,420,4089.04,1717396.8,33,8.476196594680692,NO,0.2968516000152967,Road,Net 60
ORD-00394,14-07-2022,29-07-2022,Mahindra Logistics,Packaging,Pune,WH-BLR-04,422,1715.67,724012.74,4,5.903448917906681,Yes,0.20529427467760342,ROAD,net 30
ORD-00040,31-10-2022,11-11-2022,Mahindra Logistics,Textiles,Kolkata,WH-DEL-02,104,1304.52,135670.08,4,2.4871784539834287,no,0.2846942001141004,Air,
ORD-00396,11-08-2022,09-08-2022,Mahindra Logistics,Electronics,Ahmedabad,,852,1904.67,1622778.84,39,6.2468598354814215,NO,0.042766966509934674,air,
ORD-00397,01-03-2022,14-03-2022,Wipro Logistics,Food & Beverage,Chennai,WH-PUN-06,254,2955.57,750714.78,40,9.997424237403226,,0.11464184244977077,Road,
ORD-00370,17-08-2023,09-09-2023,RELIANCE INDUSTRIES,Textiles,Chennai,WH-HYD-05,227,1347.64,305914.28,17,2.354693424970722,No,0.16641954098470627,,Net 60
ORD-00399,24-01-2024,06-03-2024,mahindra logistics,ELECTRONICS,Chennai,WH-BLR-04,112,3124.5,292125.41,37,8.350812371075753,1,0.023027418566621403,ROAD,net 30
ORD-00400,10-07-2023,26-07-2023,,Raw Materials,Chennai,WH-HYD-05,510,2052.96,1047009.6,39,2.865781028688022,NO,0.001256233,Road,COD
ORD-00401,04-03-2022,21-03-2022,DHL Supply Chain,Raw Materials,Mumbai,WH-HYD-05,473,2764.72,1440297.97,52,8.041494965140785,No,0.20113030013907526,ROAD,Net 60
ORD-00402,05-02-2024,15-03-2024,Godrej Industries,packaging,mumbai,wh-mum-01,99,2186.27,216440.73,29,7.611201308092719,0,0.1925458550404306,Rail,Net 60
ORD-00403,18-11-2022,30-12-2022,,Chemicals,Hyderabad,WH-MUM-01,-771,1479.38,-1140601.98,52,3.704404470403891,1,0.12323664299988352,Air,Net 60
ORD-00404,28-02-2022,20-02-2022,TATA STEEL LTD,Machinery,Hyderabad,,861,4742.78,4083533.58,36,3.9324080580800485,YES,0.14689322280960979,Road,NET30
ORD-00405,21-02-2022,30-03-2022,RELIANCE INDUSTRIES,,DELHI,WH-BLR-04,914,3820.39,3491836.46,38,8.132692527666272,YES,0.12463290017762688,Express Air,Net 30
ORD-00406,22-08-2023,20-09-2023,,Electronics,Hyderabad,WH-BLR-04,896,709.16,635407.36,39,5.153009606985814,1,0.007201513,Express Air,
ORD-00407,04-05-2023,10-06-2023,TATA STEEL LTD,ELECTRONICS,Ahmedabad,WH_MUM_01,878,4343.66,3813733.48,50,7.577362258406279,,0.10061148186523873,Express Air,COD
ORD-00408,30-05-2023,09-07-2023,Infosys BPM,ELECTRONICS,Chennai,,338,2442.28,825490.64,37,2.331857326292513,,0.053124677,air,NET30
ORD-00409,23-05-2024,03-07-2024,  Infosys BPM  ,,Delhi,WH-BLR-04,706,4473.82,3158516.92,52,8.673020037113982,,0.029527256730410623,Air,COD
ORD-00410,28-06-2023,27-07-2023,RELIANCE INDUSTRIES,raw materials,Chennai,WH-CHE-03,822,4001.28,3289052.16,35,7.397962450140872,NO,0.28701613016680494,ROAD,NET30
ORD-00411,11-06-2022,03-06-2022,,Packaging,Bangalore,WH-MUM-01,163,,,7,9.162485279513506,NO,0.17980791751264968,Air,net 30
ORD-00412,28-02-2022,18-03-2022,DHL Supply Chain,Food & Beverage,Mumbai,,720,122.12,87926.4,27,2.191351411314752,yes,0.21859688527098078,Express Air,net 30
ORD-00413,05-06-2023,28-06-2023,RELIANCE INDUSTRIES,raw materials,Kolkata,WH-MUM-01,957,1350.7,1292619.9,28,6.337130503245379,Yes,0.094609123,ROAD,net 30
ORD-00414,24-03-2022,13-04-2022,Reliance Industries,Chemicals,Hyderabad,WH-MUM-01,681,2712.75,1847382.75,-15,6.392085265362926,1,0.11794413884820455,Rail,COD
ORD-00415,21-05-2024,24-05-2024,Asian Paints Ltd,raw materials,Mumbai,WH-HYD-05,996,3171.06,3158375.76,14,4.181146664921042,no,0.071077198,Sea,NET 60
ORD-00416,10-07-2022,05-07-2022,  DHL Supply Chain  ,Textiles,DELHI,WH-PUN-06,161,1296.86,208794.46,7,5.126197821,Yes,0.029089701289627422,Air,Net 90
ORD-00417,12-03-2022,10-03-2022,Infosys BPM,,DELHI,WH-MUM-01,580,705.39,409126.2,37,1.3418340696086812,0,0.053709491232475134,air,
ORD-00418,02-09-2023,05-10-2023,Blue Dart Express,ELECTRONICS,DELHI,,801,4176.3,3345216.3,22,7.712740347643108,NO,0.23925421358894575,ROAD,net 30
ORD-00419,11-03-2022,18-04-2022,Wipro Logistics,ELECTRONICS,,WH-PUN-06,,4922.17,,5,5.943902314628566,NO,0.20326374155513274,Air,Net 30
ORD-00420,23-11-2023,26-11-2023,Wipro Logistics,Packaging,Mumbai,,277,2633.19,729393.63,55,1.519669466822564,No,0.16407866279564307,Road,net 30
ORD-00421,01-06-2024,08-07-2024,,Textiles,Kolkata,WH-HYD-05,816,866.68,707210.88,2,7.126803037,Yes,0.14252696186003042,,net 30
ORD-00422,29-08-2022,19-09-2022,RELIANCE INDUSTRIES,Machinery,DELHI,WH-DEL-02,916,1368.81,1253829.96,27,5.201038695080691,No,0.27673028509683734,Road,NET30
ORD-00423,18-02-2023,23-03-2023,BlueDart Express,Chemicals,Bangalore,WH-HYD-05,504,101.77,51292.08,21,1.310151335,no,0.021820484,,Net-30
ORD-00127,03-05-2022,07-05-2022,,Machinery,Bangalore,WH-HYD-05,896,4572.35,5376337.16,54,9.726469542,No,0.084180244,air,Net-30
ORD-00425,30-06-2024,22-07-2024,RELIANCE INDUSTRIES,ELECTRONICS,Kolkata,WH-BLR-04,392,597.58,234251.36,38,9.542009287804964,Yes,0.10498135607121421,Rail,NET 60
ORD-00426,07-08-2023,13-08-2023,Godrej Industries,ELECTRONICS,Ahmedabad,WH-DEL-02,135,2886.82,389720.7,15,5.616121745324778,1,0.23472774366383634,Sea,Net 30
ORD-00427,10-09-2022,22-09-2022,asian paints ltd,Machinery,DELHI,WH-PUN-06,195,1377.54,269298.85,21,,0,0.2977543860485914,,Advance
ORD-00428,16-08-2023,,Infosys BPM,raw materials,DELHI,WH-MUM-01,401,2775.35,1112915.35,10,7.7915909943873265,NO,0.072201154,Road,
ORD-00429,01-09-2023,30-09-2023,mahindra logistics,Textiles,mumbai,,640,,,23,5.4273799009515615,no,1.4918566910597764,Air,Net 90
ORD-00430,10-02-2022,22-03-2022,Godrej Industries,Packaging,DELHI,WH-BLR-04,33,4150.41,136963.53,58,3.722027304604419,NO,0.24918682812953738,Sea,Net-30
ORD-00431,27-09-2023,21-10-2023,asian paints ltd,,Delhi,WH-CHE-03,688,1040.04,715547.52,56,16.07293973925886,yes,0.067397219,Rail,COD
ORD-00432,25-03-2022,19-04-2022,BlueDart Express,Packaging,Kolkata,WH_MUM_01,460,64.87,29840.2,39,5.701997309,0,0.11979977405976677,,COD
ORD-00433,06-03-2023,28-03-2023,Asian Paints Ltd,,Kolkata,wh-mum-01,955,693.06,661872.3,5,6.064405291201052,No,0.12290186078775572,,COD
ORD-00434,05-11-2023,09-11-2023,Tata Steel Ltd,packaging,Mumbai,WH-BLR-04,,4501.09,,1,4.971013422897939,YES,0.29346620055796746,air,Advance
ORD-00435,21-08-2023,02-10-2023,Infosys BPM,Chemicals,Bangalore,WH-DEL-02,470,4370.71,2054233.7,13,6.451797728,Yes,0.054267570413669496,Rail,COD
ORD-00436,02-08-2023,24-08-2023,Reliance Industries,Electronics,,WH-MUM-01,375,2991.09,1121658.75,21,9.268612395457396,NO,0.2397473913314346,Road,
ORD-00437,20-06-2023,03-08-2023,Tata Steel Ltd,raw materials,Hyderabad,WH-HYD-05,22,3006.58,66144.76,26,4.260412784,No,0.10025781425193298,air,NET 60
ORD-00438,20-11-2022,07-12-2022,BlueDart Express,Chemicals,Kolkata,wh-mum-01,750,3328.53,2496397.5,50,7.531448168979542,no,0.2192611037328481,Express Air,
ORD-00439,25-09-2022,07-11-2022,  TATA STEEL LTD  ,Food & Beverage,Ahmedabad,WH-CHE-03,670,885.1,593017,45,9.050073011418089,NO,0.12600330128869885,,Advance
ORD-00440,29-07-2022,06-09-2022,  Tata Steel Ltd  ,Machinery,,WH-HYD-05,38,4572.92,173770.96,21,5.103813481839432,0,0.173507929,air,Advance
ORD-00441,17-11-2023,09-12-2023,,Machinery,Bangalore,WH-MUM-01,230,2099.66,409135.63,53,4.991102527437137,0,0.24978353199783931,Rail,NET30
ORD-00442,04-01-2024,16-02-2024,Tata Steel Ltd,Chemicals,Mumbai,WH-HYD-05,365,1921.86,701478.9,18,6.419052868193016,NO,0.24124966949516524,ROAD,Net 60
ORD-00443,18-11-2022,11-12-2022,Mahindra Logistics,Packaging,Chennai,WH-HYD-05,563,2599.4,1463462.2,37,6.322660834802393,no,0.25992695506191005,Road,NET30
ORD-00444,02-09-2022,14-10-2022,mahindra logistics,Packaging,Chennai,WH-CHE-03,438,244.36,107029.68,45,8.259304080936493,0,0.017885197603397705,ROAD,COD
ORD-00445,29-09-2022,25-10-2022,  Asian Paints Ltd  ,Textiles,Mumbai,,776,839.75,651646,,5.288350454004634,0,0.20761516591192344,Sea,Net-30
ORD-00446,10-02-2023,16-02-2023,Asian Paints Ltd,Raw Materials,Ahmedabad,WH-CHE-03,283,3692.79,1045059.57,36,9.965106547,Yes,0.041996213,Express Air,Net-30
ORD-00447,15-05-2022,09-06-2022,TATA STEEL LTD,Packaging,Pune,WH_MUM_01,27,423.17,11425.59,17,1.5352441198055269,no,0.1247455704055233,Express Air,COD
ORD-00448,19-11-2023,11-12-2023,mahindra logistics,Machinery,Mumbai,WH-HYD-05,226,3019.73,682458.98,35,1.0285106372263155,no,0.16457652451640653,,Advance
ORD-00449,23-10-2023,05-12-2023,,Textiles,Chennai,WH-MUM-01,-710,1234.29,-876345.9,49,6.761784804036615,1,0.12082184542404922,Express Air,Advance
ORD-00450,04-11-2022,18-12-2022,mahindra logistics,Packaging,Mumbai,WH-DEL-02,798,1952.59,1558166.82,11,3.685914211,1,0.15588350274090224,air,
ORD-00451,14-04-2023,20-04-2023,TATA STEEL LTD,packaging,Ahmedabad,,609,1450.58,883403.22,21,3.163441498295354,0,0.2989578926395857,,Net 30
ORD-00452,20-11-2022,18-12-2022,asian paints ltd,Food & Beverage,Kolkata,WH_MUM_01,284,1784.81,757118.39,52,3.807091720038524,YES,0.040565194113856416,Road,NET30
ORD-00453,09-02-2024,11-02-2024,Tata Steel Ltd,Food & Beverage,Kolkata,WH-PUN-06,879,3598.04,3162677.16,55,3.304428085944589,1,0.20263681360092767,,Net 90
ORD-00454,16-03-2022,28-03-2022,RELIANCE INDUSTRIES,ELECTRONICS,Hyderabad,WH-MUM-01,960,1492.64,1432934.4,53,1.2771104469440306,0,0.11880028991568456,ROAD,NET 60
ORD-00455,10-01-2022,01-02-2022,Asian Paints Ltd,Textiles,Pune,wh-mum-01,481,2836.36,1364289.16,26,,,0.039902939672198635,Rail,Net 90
ORD-00456,15-04-2023,17-05-2023,mahindra logistics,raw materials,Delhi,,453,2385.49,1080626.97,4,2.9867093960750357,yes,0.047621029012292856,,net 30
ORD-00457,29-09-2023,08-10-2023,Mahindra Logistics,raw materials,Mumbai,wh-mum-01,829,3321.72,2753705.88,34,7.606267863303756,yes,0.28478193187368506,,Net 30
ORD-00458,31-07-2023,19-08-2023,Asian Paints Ltd,Food & Beverage,Delhi,WH-PUN-06,816,4684.78,3822780.48,52,7.863367552247578,no,0.2638804490135286,Road,Advance
ORD-00459,13-04-2022,20-04-2022,Infosys BPM,,mumbai,WH-BLR-04,659,3665.53,2415584.27,48,9.363316582065064,YES,0.27211258812450656,Air,NET30
ORD-00460,17-03-2022,21-04-2022,Tata Steel Ltd,Raw Materials,Chennai,WH-DEL-02,516,,,18,1.2749451138404198,Yes,0.29745983274821597,ROAD,NET30
ORD-00461,05-07-2023,08-08-2023,DHL Supply Chain,Machinery,Chennai,WH_MUM_01,547,165.6,90583.2,40,8.848435046,1,0.062494617,Express Air,COD
ORD-00462,07-08-2022,,asian paints ltd,Electronics,Ahmedabad,WH-MUM-01,192,1318.7,253190.4,35,5.745035627558202,,0.10663180120921852,Sea,Net-30
ORD-00463,03-06-2023,13-07-2023,Blue Dart Express,Packaging,Hyderabad,WH-PUN-06,49,2979.44,145992.56,41,6.692896989692451,0,0.20076570897746002,Rail,Net-30
ORD-00464,29-09-2022,24-10-2022,Reliance Industries,Raw Materials,Kolkata,WH_MUM_01,512,266.61,136504.32,29,6.800232494089303,YES,0.14514076195819417,Express Air,Net-30
ORD-00465,16-05-2022,28-05-2022,Wipro Logistics,Chemicals,Ahmedabad,WH-MUM-01,17,2486.87,42276.79,52,8.378180244862548,no,0.12551686001350004,Road,
ORD-00466,24-12-2022,02-02-2023,asian paints ltd,raw materials,Kolkata,WH-DEL-02,172,2988.25,513979,29,4.000665899431994,1,0.10734337480067792,air,net 30
ORD-00467,21-06-2024,02-07-2024,,Textiles,Kolkata,,220,1677.88,369133.6,,7.597460709,YES,0.17813418958303565,Express Air,NET30
ORD-00468,12-03-2022,15-03-2022,RELIANCE INDUSTRIES,packaging,,WH_MUM_01,158,3856.85,609382.3,42,5.757202987499774,1,0.1726780285920246,,NET 60
ORD-00469,19-06-2024,02-08-2024,Infosys BPM,Electronics,Chennai,WH-HYD-05,477,541.93,258500.61,21,8.140546128748129,Yes,0.04843735,Road,Net 30
