Record_ID,Crop,Crop_Year,Season,State,Area,Production,Yield,Production_per_Area,Yield_Category
11187,Wheat,2009,Rabi       ,Manipur,12000,25050,2.073333333,2.0875,Medium
11188,Arhar/Tur,2009,Kharif     ,Nagaland,3000,2110,0.699090909,0.7033333333333334,Low
11189,Bajra,2009,Kharif     ,Nagaland,1000,690,0.688181818,0.69,Low
11190,Barley,2009,Rabi       ,Nagaland,500,700,1.449090909,1.4,Medium
11191,Castor seed,2009,Kharif     ,Nagaland,650,330,0.496363636,0.5076923076923077,Low
11192,Cotton(lint),2009,Kharif     ,Nagaland,90,40,0.465,0.4444444444444444,Low
11193,Gram,2009,Rabi       ,Nagaland,570,400,0.740909091,0.7017543859649122,Low
11194,Groundnut,2009,Kharif     ,Nagaland,700,550,0.754,0.7857142857142857,Low
11195,Jowar,2009,Kharif     ,Nagaland,240,100,0.412,0.4166666666666667,Low
11196,Jute,2009,Kharif     ,Nagaland,1250,1960,1.554,1.568,Medium
11197,Linseed,2009,Rabi       ,Nagaland,12780,8800,0.688181818,0.6885758998435054,Low
11198,Maize,2009,Kharif     ,Nagaland,9378,65690,1.037272727,1.0410459587955625,Medium
11199,Maize,2009,Rabi       ,Nagaland,5000,13684,1.51,1.5,Medium
11200,Masoor,2009,Rabi       ,Nagaland,1910,1360,0.711111111,1.5,Low
11201,Mesta,2009,Kharif     ,Nagaland,2000,2000,0.978181818,1.0,Low
11202,Moong(Green Gram),2009,Kharif     ,Nagaland,620,560,0.897272727,0.9032258064516128,Low
11203,Peas & beans (Pulses),2009,Kharif     ,Nagaland,2050,2250,1.096,1.0975609756097562,Medium
11204,Peas & beans (Pulses),2009,Rabi       ,Nagaland,6800,6800,0.998181818,1.0,Low
11205,Potato,2009,Kharif     ,Nagaland,3030,28580,0.982466216,1.0,Very High
11206,Potato,2009,Rabi       ,Nagaland,2950,36580,12.39,12.4,Very High
11207,Ragi,2009,Kharif     ,Nagaland,350,240,0.664285714,0.6857142857142857,Low
11208,Rapeseed &Mustard,2009,Rabi       ,Nagaland,58590,46870,0.791818182,0.7999658644819935,Low
11209,Rice,2009,Kharif     ,Nagaland,9378,240310,1.393636364,1.4255798777955746,Medium
11210,Sesamum,2009,Kharif     ,Nagaland,3000,1520,0.515454545,0.5066666666666667,Low
11211,Small millets,2009,Kharif     ,Nagaland,9650,3460,0.357777778,0.5066666666666667,Low
11212,Soyabean,2009,Kharif     ,Nagaland,24240,25010,1.030909091,1.0317656765676568,Medium
11213,Sugarcane,2009,Kharif     ,Nagaland,5090,152880,30.02272727,30.035363457760315,Very High
11214,Sunflower,2009,Kharif     ,Nagaland,9378,120,0.57,0.6,Low
11215,Sunflower,2009,Rabi       ,Nagaland,1840,1650,0.876,0.8967391304347826,Low
11216,Tapioca,2009,Kharif     ,Nagaland,2540,27050,11.15727273,10.649606299212598,Very High
11217,Urad,2009,Kharif     ,Nagaland,300,200,0.60375,10.649606299212598,Low
11218,Urad,2009,Rabi       ,Nagaland,9378,350,0.707,0.7446808510638298,Low
11219,Wheat,2009,Rabi       ,Nagaland,2010,2410,1.198888889,1.199004975124378,Medium
11220,Arhar/Tur,2009,Kharif     ,Punjab,4600,4400,0.988571429,0.9565217391304348,Low
11221,Bajra,2009,Kharif     ,Punjab,3000,4000,1.333333333,1.3333333333333333,Medium
11222,Barley,2009,Rabi       ,Punjab,14000,47000,3.40625,1.3333333333333333,High
11223,Cotton(lint),2009,Kharif     ,Punjab,511000,2006000,4.052727273,3.925636007827789,High
11224,Gram,2009,Rabi       ,Punjab,3000,3400,1.155555556,1.1333333333333333,Medium
11225,Groundnut,2009,Kharif     ,Punjab,2500,3100,1.3075,1.24,Medium
11226,Guar seed,2009,Kharif     ,Punjab,21800,16800,0.911666667,0.7706422018348624,Low
11227,Jowar,2009,Kharif     ,Punjab,100,100,1.0,1.0,Low
11228,Maize,2009,Kharif     ,Punjab,139000,475000,3.489166667,3.41726618705036,High
11229,Masoor,2009,Rabi       ,Punjab,1100,700,0.734,0.6363636363636364,Low
11230,Moong(Green Gram),2009,Kharif     ,Punjab,7000,6400,0.941818182,0.9142857142857144,Low
11231,Peas & beans (Pulses),2009,Rabi       ,Punjab,1600,13684,1.071428571,1.125,Medium
11232,Rapeseed &Mustard,2009,Rabi       ,Punjab,30000,39000,1.266666667,1.3,Medium
11233,Rice,2009,Kharif     ,Punjab,2802000,11236000,3.9775,4.009992862241257,High
11234,Sesamum,2009,Kharif     ,Punjab,7000,2600,0.27,0.3714285714285714,Low
11235,Sugarcane,2009,Whole Year ,Punjab,60000,370000,6.396923077,6.166666666666667,Very High
11236,Urad,2009,Kharif     ,Punjab,2800,1400,0.49,6.166666666666667,Low
11237,Wheat,2009,Rabi       ,Punjab,3522000,15169000,4.3205,4.306927881885293,High
11238,Arhar/Tur,2009,Kharif     ,Tripura,987,716,0.725,0.7254305977710233,Low
11239,Cotton(lint),2009,Kharif     ,Tripura,965,1437,1.4625,1.489119170984456,Medium
11240,Gram,2009,Rabi       ,Tripura,121,91,0.7575,0.7520661157024794,Low
11241,Groundnut,2009,Kharif     ,Tripura,236,256,1.115,1.0847457627118644,Medium
11242,Groundnut,2009,Rabi       ,Tripura,187,208,1.1275,1.1122994652406415,Medium
11243,Jute,2009,Kharif     ,Tripura,468,3778,8.075,8.072649572649572,Very High
11244,Maize,2009,Kharif     ,Tripura,2018,2030,1.0,1.0059464816650148,Low
11245,Masoor,2009,Rabi       ,Tripura,324,215,0.68,0.6635802469135802,Low
11246,Mesta,2009,Kharif     ,Tripura,779,13684,7.285,7.2310654685494224,Very High
11247,Moong(Green Gram),2009,Kharif     ,Tripura,398,222,0.555,0.5577889447236181,Low
11248,Moong(Green Gram),2009,Rabi       ,Tripura,230,131,0.5625,0.5695652173913044,Low
11249,Other  Rabi pulses,2009,Rabi       ,Tripura,1031,887,0.8775,0.8603297769156159,Low
11250,Other Kharif pulses,2009,Kharif     ,Tripura,1226,855,0.72,0.697389885807504,Low
11251,Peas & beans (Pulses),2009,Rabi       ,Tripura,724,538,0.74,0.7430939226519337,Low
11252,Rapeseed &Mustard,2009,Rabi       ,Tripura,1495,1147,0.75,0.7672240802675585,Low
11253,Rice,2009,Kharif     ,Tripura,245538,640010,2.5225,2.6065619170963354,Medium
11254,Sesamum,2009,Kharif     ,Tripura,1532,873,0.565,0.5698433420365535,Low
11255,Sugarcane,2009,Whole Year ,Tripura,879,44913,51.4225,51.09556313993174,Very High
11256,Urad,2009,Kharif     ,Tripura,764,462,0.5875,0.6047120418848168,Low
11257,Urad,2009,Rabi       ,Tripura,325,204,0.59,0.6276923076923077,Low
11258,Wheat,2009,Rabi       ,Tripura,667,1323,1.9825,1.9835082458770608,Medium
11259,Arhar/Tur,2009,Kharif     ,Uttar Pradesh,304747,201685,0.721971831,0.661811272957568,Low
11260,Bajra,2009,Kharif     ,Uttar Pradesh,848617,1388711,1.44578125,1.636440231576789,Medium
11261,Banana,2009,Summer     ,Uttar Pradesh,2336,96059,41.10410256,41.12114726027397,Very High
11262,Barley,2009,Rabi       ,Uttar Pradesh,171382,362278,2.094788732,41.12114726027397,Medium
11263,Coriander,2009,Rabi       ,Uttar Pradesh,6461,3670,0.580149254,0.5680235257700046,Low
11264,Cotton(lint),2009,Kharif     ,Uttar Pradesh,4971,838,0.1875,0.1685777509555421,Low
11265,Dry chillies,2009,Kharif     ,Uttar Pradesh,14922,13146,0.884558824,0.8809811017289908,Low
11266,Garlic,2009,Rabi       ,Uttar Pradesh,34465,183113,5.293285714,5.313013201798927,High
11267,Ginger,2009,Kharif     ,Uttar Pradesh,786,2360,3.0,3.0025445292620865,Medium
11268,Gram,2009,Rabi       ,Uttar Pradesh,618202,508556,0.890441176,0.8226372609600099,Low
11269,Groundnut,2009,Kharif     ,Uttar Pradesh,90652,61093,0.698909091,0.6739288708467546,Low
11270,Guar seed,2009,Kharif     ,Uttar Pradesh,2539,2120,0.841111111,0.8349743993698306,Low
11271,Jowar,2009,Kharif     ,Uttar Pradesh,190976,169571,0.940983607,0.8879178535522788,Low
11272,Linseed,2009,Rabi       ,Uttar Pradesh,34339,15133,0.401891892,0.44069425434637,Low
11273,Maize,2009,Kharif     ,Uttar Pradesh,674808,982139,1.431,1.4554347310642437,Medium
11274,Maize,2009,Rabi       ,Uttar Pradesh,4636,14162,3.032083333,3.054788610871441,High
11275,Maize,2009,Summer     ,Uttar Pradesh,29237,42540,1.462833333,1.4550056435338783,Medium
11276,Masoor,2009,Rabi       ,Uttar Pradesh,592405,13684,0.818873239,0.8034030772866536,Low
11277,Moong(Green Gram),2009,Kharif     ,Uttar Pradesh,35348,5227,0.142909091,0.1478725811927124,Low
11278,Moong(Green Gram),2009,Summer     ,Uttar Pradesh,37104,26685,0.740806452,0.7191946959896507,Low
11279,Onion,2009,Rabi       ,Uttar Pradesh,10494,13684,16.93323944,17.17409948542024,Very High
11280,Onion,2009,Summer     ,Uttar Pradesh,12686,176246,13.71826087,13.89295286142204,Very High
11281,Peas & beans (Pulses),2009,Rabi       ,Uttar Pradesh,312009,400401,1.235362319,13.89295286142204,Medium
11282,Potato,2009,Rabi       ,Uttar Pradesh,540797,13447272,24.02859155,24.86565568965804,Very High
11283,Rapeseed &Mustard,2009,Rabi       ,Uttar Pradesh,613276,682489,1.01028169,1.1128578323625904,Medium
11284,Rice,2009,Kharif     ,Uttar Pradesh,5148046,10714990,2.00971831,2.0813702907860576,Medium
11285,Rice,2009,Summer     ,Uttar Pradesh,24695,13684,2.13,2.4909495849362218,Medium
11286,Sannhamp,2009,Kharif     ,Uttar Pradesh,1813,334,0.1790625,0.1842250413678985,Low
11287,Sesamum,2009,Kharif     ,Uttar Pradesh,331799,13684,0.118360656,0.1039906690496354,Low
11288,Small millets,2009,Kharif     ,Uttar Pradesh,6951,3540,0.530416667,0.5092792403970652,Low
11289,Soyabean,2009,Kharif     ,Uttar Pradesh,7169,7563,1.046666667,1.0549588506067793,Medium
11290,Sugarcane,2009,Kharif     ,Uttar Pradesh,1977324,117139919,50.34633803,59.241641228245854,Very High
11291,Sunflower,2009,Summer     ,Uttar Pradesh,7093,15597,0.982466216,2.1989285210771183,Medium
11292,Sweet potato,2009,Kharif     ,Uttar Pradesh,16758,227909,13.61098592,13.6000119345984,Very High
11293,Tobacco,2009,Rabi       ,Uttar Pradesh,22861,130652,5.665,5.71506058352653,High
11294,Tobacco,2009,Summer     ,Uttar Pradesh,534,2283,0.982466216,4.275280898876405,High
11295,Turmeric,2009,Rabi       ,Uttar Pradesh,1315,4346,3.282972973,3.304942965779468,High
11296,Urad,2009,Kharif     ,Uttar Pradesh,9378,191479,0.457746479,0.3817760214376291,Low
11297,Urad,2009,Summer     ,Uttar Pradesh,51359,31837,0.678166667,0.6198913530247863,Low
11298,Wheat,2009,Rabi       ,Uttar Pradesh,9668152,27518022,2.80915493,2.846254589294831,Medium
11299,Arhar/Tur,2009,Kharif     ,Uttarakhand,1931,1320,0.629166667,0.6835836354220611,Low
11300,Bajra,2009,Kharif     ,Uttarakhand,1,1,1.0,1.0,Low
11301,Barley,2009,Rabi       ,Uttarakhand,22206,24831,1.226153846,1.1182112942447986,Medium
11302,Garlic,2009,Whole Year ,Uttarakhand,2835,20716,5.318181818,7.307231040564374,High
11303,Gram,2009,Rabi       ,Uttarakhand,528,381,0.665,0.7215909090909091,Low
11304,Groundnut,2009,Kharif     ,Uttarakhand,1369,1901,0.964,1.3886048210372537,Low
11305,Horse-gram,2009,Kharif     ,Uttarakhand,9538,5909,0.650909091,0.6195219123505976,Low
11306,Maize,2009,Kharif     ,Uttarakhand,26103,36088,1.236153846,1.382523081638126,Medium
11307,Maize,2009,Rabi       ,Uttarakhand,63,103,0.982466216,1.6349206349206349,Medium
11308,Masoor,2009,Rabi       ,Uttarakhand,10792,6222,0.620769231,0.5765381764269829,Low
11309,Moong(Green Gram),2009,Kharif     ,Uttarakhand,9378,6,0.855,0.75,Low
11310,Moong(Green Gram),2009,Rabi       ,Uttarakhand,8,6,0.855,0.75,Low
11311,Moth,2009,Kharif     ,Uttarakhand,18,7,0.39,0.3888888888888889,Low
11312,Onion,2009,Whole Year ,Uttarakhand,2158,9211,4.625833333,4.268303985171455,High
11313,Other  Rabi pulses,2009,Rabi       ,Uttarakhand,164,121,0.69125,0.7378048780487805,Low
11314,Other Cereals,2009,Kharif     ,Uttarakhand,3767,1460,0.435,0.3875763206795858,Low
11315,Other Cereals,2009,Rabi       ,Uttarakhand,298,288,0.983333333,0.3875763206795858,Low
11316,Other Kharif pulses,2009,Kharif     ,Uttarakhand,11255,9662,0.849166667,0.8584629053753887,Low
11317,Peas & beans (Pulses),2009,Rabi       ,Uttarakhand,5504,5502,0.650769231,0.9996366279069768,Low
11318,Potato,2009,Kharif     ,Uttarakhand,10187,104530,9.59,10.26111711004221,Very High
11319,Potato,2009,Rabi       ,Uttarakhand,5873,70526,10.60615385,12.008513536523072,Very High
11320,Ragi,2009,Kharif     ,Uttarakhand,116162,142978,1.333636364,1.2308500197999346,Medium
11321,Rapeseed &Mustard,2009,Rabi       ,Uttarakhand,13160,11013,0.624615385,1.2308500197999346,Low
11322,Rice,2009,Kharif     ,Uttarakhand,270608,551716,1.613846154,2.0388015136285698,Medium
11323,Rice,2009,Rabi       ,Uttarakhand,13775,39300,2.85,2.852994555353902,Medium
11324,Sesamum,2009,Kharif     ,Uttarakhand,1959,400,0.195384615,0.2041858090862685,Low
11325,Small millets,2009,Kharif     ,Uttarakhand,63911,64574,1.135454545,1.010373801067109,Medium
11326,Soyabean,2009,Kharif     ,Uttarakhand,8270,13660,0.982466216,1.6517533252720678,Medium
11327,Sugarcane,2009,Whole Year ,Uttarakhand,99988,6088488,61.34,60.89218706244749,Very High
11328,Sunflower,2009,Kharif     ,Uttarakhand,5,13684,0.982466216,1.2,Medium
11329,Tobacco,2009,Whole Year ,Uttarakhand,11,7,0.64,0.6363636363636364,Low
11330,Turmeric,2009,Whole Year ,Uttarakhand,155,149,0.971666667,0.9612903225806452,Low
11331,Urad,2009,Kharif     ,Uttarakhand,9378,7705,0.661538462,0.7180132326903365,Low
11332,Urad,2009,Rabi       ,Uttarakhand,207,113,0.55,0.5458937198067633,Low
11333,Wheat,2009,Rabi       ,Uttarakhand,372846,829319,1.674615385,2.2242936762094807,Medium
11334,other oilseeds,2009,Kharif     ,Uttarakhand,598,13684,0.781111111,2.2242936762094807,Low
11335,other oilseeds,2009,Rabi       ,Uttarakhand,860,273,0.55,0.3174418604651163,Low
11336,Arhar/Tur,2009,Rabi       ,Jharkhand,18644,30146,1.295652174,1.6169276979189016,Medium
11337,Arhar/Tur,2009,Winter     ,Jharkhand,441,764,68.23,1.7324263038548753,Very High
11338,Gram,2009,Rabi       ,Jharkhand,15127,11080,0.828333333,1.7324263038548753,Low
11339,Maize,2009,Autumn     ,Jharkhand,60448,54087,0.947916667,1.7324263038548753,Low
11340,Masoor,2009,Rabi       ,Jharkhand,5904,6544,0.950625,1.10840108401084,Low
11341,Onion,2009,Rabi       ,Jharkhand,2948,13684,4.763809524,1.10840108401084,High
11342,Potato,2009,Rabi       ,Jharkhand,18429,128117,6.558333333,6.951923598676,Very High
11343,Potato,2009,Winter     ,Jharkhand,19997,134624,6.710434783,6.732209831474721,Very High
11344,Ragi,2009,Autumn     ,Jharkhand,27726,20392,0.564,0.7354829402005338,Low
11345,Rapeseed &Mustard,2009,Rabi       ,Jharkhand,10364,7644,0.892083333,0.7375530683133925,Low
11346,Rice,2009,Autumn     ,Jharkhand,157262,87970,0.515217391,0.7375530683133925,Low
11347,Rice,2009,Winter     ,Jharkhand,825787,504508,0.58625,0.610942046798993,Low
11348,Sugarcane,2009,Whole Year ,Jharkhand,894,38926,41.7825,0.610942046798993,Very High
11349,Wheat,2009,Rabi       ,Jharkhand,52510,61618,1.314166667,1.1734526756808228,Medium
11350,Arhar/Tur,2009,Rabi       ,West Bengal,755,582,0.841,0.7708609271523179,Low
11351,Bajra,2009,Kharif     ,West Bengal,53,23,0.755,0.4339622641509434,Low
11352,Barley,2009,Rabi       ,West Bengal,1749,2352,1.45,0.4339622641509434,Medium
11353,Castor seed,2009,Kharif     ,West Bengal,60,35,0.58,0.4339622641509434,Low
11354,Coconut ,2009,Whole Year ,West Bengal,28846,362736500,12313.48667,12574.932399639463,Very High
11355,Cotton(lint),2009,Kharif     ,West Bengal,1289,3262,1.764,2.530643910007758,Medium
11356,Gram,2009,Rabi       ,West Bengal,21766,13684,1.025,1.1095286226224386,Medium
11357,Groundnut,2009,Autumn     ,West Bengal,2058,1886,1.015,0.9164237123420796,Medium
11358,Groundnut,2009,Rabi       ,West Bengal,13462,13684,1.616666667,1.7773733471995246,Medium
11359,Groundnut,2009,Summer     ,West Bengal,50306,87205,0.982466216,1.7334910348666164,Medium
11360,Horse-gram,2009,Rabi       ,West Bengal,1863,935,0.555,0.5018786902844874,Low
11361,Jowar,2009,Kharif     ,West Bengal,1479,632,0.455,0.427315753887762,Low
11362,Jute,2009,Kharif     ,West Bengal,614365,9324967,14.996875,15.178219787911097,Very High
11363,Khesari,2009,Rabi       ,West Bengal,28127,19661,0.761875,0.6990080705372063,Low
11364,Linseed,2009,Rabi       ,West Bengal,4715,1391,0.300714286,0.2950159066808059,Low
11365,Maize,2009,Autumn     ,West Bengal,36330,79299,1.94,2.1827415359207265,Medium
11366,Maize,2009,Rabi       ,West Bengal,23585,132526,3.632727273,5.619079923680305,High
11367,Maize,2009,Summer     ,West Bengal,37801,173394,2.912352941,4.58702150736753,Medium
11368,Masoor,2009,Rabi       ,West Bengal,51698,47123,0.733529412,4.58702150736753,Low
11369,Mesta,2009,Kharif     ,West Bengal,5358,75069,11.27,14.01063829787234,Very High
11370,Moong(Green Gram),2009,Kharif     ,West Bengal,2055,1718,0.652222222,0.8360097323600973,Low
11371,Moong(Green Gram),2009,Rabi       ,West Bengal,1677,1097,0.682727273,0.654144305307096,Low
11372,Moong(Green Gram),2009,Summer     ,West Bengal,13055,6443,0.560666667,0.4935273841440061,Low
11373,Niger seed,2009,Kharif     ,West Bengal,3658,2402,0.527142857,0.6566429743028978,Low
11374,Other Kharif pulses,2009,Kharif     ,West Bengal,591,237,0.42,0.4010152284263959,Low
11375,Peas & beans (Pulses),2009,Rabi       ,West Bengal,9391,13684,1.160666667,1.252369289745501,Medium
11376,Potato,2009,Rabi       ,West Bengal,384451,13807997,31.58888889,1.252369289745501,Very High
11377,Potato,2009,Summer     ,West Bengal,2430,30132,12.4,12.4,Very High
11378,Ragi,2009,Autumn     ,West Bengal,11774,13897,0.76,1.1803125530830645,Low
11379,Rapeseed &Mustard,2009,Rabi       ,West Bengal,410318,442950,0.937777778,1.1803125530830645,Low
11380,Rice,2009,Autumn     ,West Bengal,214062,466766,2.095,2.1805177939101754,Medium
11381,Rice,2009,Summer     ,West Bengal,1429703,4275871,2.79,2.990740734264389,Medium
11382,Rice,2009,Winter     ,West Bengal,3986330,9597968,2.346111111,2.407720384413734,Medium
11383,Safflower,2009,Rabi       ,West Bengal,590,540,0.763333333,0.9152542372881356,Low
11384,Sannhamp,2009,Kharif     ,West Bengal,835,4688,5.38375,5.61437125748503,High
11385,Sesamum,2009,Autumn     ,West Bengal,1041,13684,0.6125,0.6397694524495677,Low
11386,Sesamum,2009,Summer     ,West Bengal,183553,151740,0.804705882,0.8266822116772812,Low
11387,Sesamum,2009,Winter     ,West Bengal,1292,793,0.56,0.6137770897832817,Low
11388,Small millets,2009,Kharif     ,West Bengal,1194,1000,0.7325,0.8375209380234506,Low
11389,Small millets,2009,Rabi       ,West Bengal,520,830,1.6,1.5961538461538465,Medium
11390,Soyabean,2009,Kharif     ,West Bengal,551,332,0.64,0.6025408348457351,Low
11391,Sugarcane,2009,Whole Year ,West Bengal,13750,1000808,78.33428571,72.78603636363637,Very High
11392,Sunflower,2009,Kharif     ,West Bengal,10780,13021,1.233125,1.2078849721706864,Medium
11393,Tobacco,2009,Whole Year ,West Bengal,14169,20927,0.935,1.4769567365375114,Low
11394,Urad,2009,Kharif     ,West Bengal,43007,30072,0.579375,0.6992350082544702,Low
11395,Urad,2009,Rabi       ,West Bengal,7009,5558,0.75,0.7929804537023827,Low
11396,Wheat,2009,Rabi       ,West Bengal,315888,846657,2.401764706,2.6802442637896977,Medium
11397,Arhar/Tur,2009,Whole Year ,Madhya Pradesh,324870,253399,0.6948,0.7800012312617355,Low
11398,Bajra,2009,Whole Year ,Madhya Pradesh,197914,293506,1.078787879,1.4829976656527584,Medium
11399,Banana,2009,Whole Year ,Madhya Pradesh,8040,501350,44.35692308,1.4829976656527584,Very High
11400,Barley,2009,Whole Year ,Madhya Pradesh,9378,97660,1.586052632,1.301005794977686,Medium
11401,Castor seed,2009,Whole Year ,Madhya Pradesh,1361,13684,0.305714286,0.3534166054371785,Low
11402,Coriander,2009,Whole Year ,Madhya Pradesh,150426,70473,0.367391304,0.4684894898488293,Low
11403,Cotton(lint),2009,Whole Year ,Madhya Pradesh,623072,132478,0.198421053,0.2126206923116429,Low
11404,Cowpea(Lobia),2009,Kharif     ,Madhya Pradesh,2992,1071,0.331785714,0.3579545454545454,Low
11405,Cowpea(Lobia),2009,Rabi       ,Madhya Pradesh,680,231,0.349545455,0.3397058823529412,Low
11406,Dry chillies,2009,Whole Year ,Madhya Pradesh,54162,90505,1.4066,1.671005502012481,Medium
11407,Garlic,2009,Whole Year ,Madhya Pradesh,52169,224352,3.153,4.300484962333953,High
11408,Ginger,2009,Whole Year ,Madhya Pradesh,7797,9667,1.159761905,1.2398358342952418,Medium
11409,Gram,2009,Whole Year ,Madhya Pradesh,3007732,3218273,0.9506,1.0699999202056567,Low
11410,Groundnut,2009,Whole Year ,Madhya Pradesh,207062,249510,0.996041667,1.2050014005466962,Low
11411,Horse-gram,2009,Kharif     ,Madhya Pradesh,22133,6708,0.3075,1.2050014005466962,Low
11412,Horse-gram,2009,Rabi       ,Madhya Pradesh,171,56,0.3325,1.2050014005466962,Low
11413,Jowar,2009,Kharif     ,Madhya Pradesh,452428,584989,1.3486,1.2929991070402362,Medium
11414,Jowar,2009,Rabi       ,Madhya Pradesh,3624,4686,1.727142857,1.293046357615894,Medium
11415,Khesari,2009,Whole Year ,Madhya Pradesh,53778,40118,0.646666667,0.7459927851537803,Low
11416,Linseed,2009,Whole Year ,Madhya Pradesh,106966,48563,0.684468085,0.7459927851537803,Low
11417,Maize,2009,Whole Year ,Madhya Pradesh,812456,1018820,1.0752,1.2540002166271158,Medium
11418,Masoor,2009,Whole Year ,Madhya Pradesh,519238,272042,0.491666667,0.5239254445938086,Low
11419,Mesta,2009,Whole Year ,Madhya Pradesh,731,237,0.283333333,0.3242134062927496,Low
11420,Moong(Green Gram),2009,Kharif     ,Madhya Pradesh,73809,23862,0.345306122,0.3232939072470837,Low
11421,Moong(Green Gram),2009,Rabi       ,Madhya Pradesh,2534,652,0.303793103,0.2573007103393844,Low
11422,Niger seed,2009,Whole Year ,Madhya Pradesh,95632,21058,0.263846154,0.2201982599966538,Low
11423,Onion,2009,Whole Year ,Madhya Pradesh,51151,785475,13.143,15.35600477019022,Very High
11424,Peas & beans (Pulses),2009,Whole Year ,Madhya Pradesh,194056,90793,0.492708333,0.4678700993527641,Low
11425,Potato,2009,Whole Year ,Madhya Pradesh,60052,737859,11.0822449,12.28700126556984,Very High
11426,Ragi,2009,Whole Year ,Madhya Pradesh,382,120,0.32,0.3141361256544502,Low
11427,Rapeseed &Mustard,2009,Whole Year ,Madhya Pradesh,768719,804849,0.827959184,1.0470002692791514,Low
11428,Rice,2009,Whole Year ,Madhya Pradesh,1593071,1355660,0.906041667,0.8509727438387868,Low
11429,Safflower,2009,Whole Year ,Madhya Pradesh,409,122,0.3,0.2982885085574572,Low
11430,Sannhamp,2009,Whole Year ,Madhya Pradesh,4188,1469,0.368974359,0.350764087870105,Low
11431,Sesamum,2009,Whole Year ,Madhya Pradesh,320540,139755,0.4246,0.4359986273164035,Low
11432,Small millets,2009,Kharif     ,Madhya Pradesh,268521,73804,0.282424242,0.2748537358344413,Low
11433,Small millets,2009,Rabi       ,Madhya Pradesh,595,201,0.500666667,0.3378151260504202,Low
11434,Soyabean,2009,Whole Year ,Madhya Pradesh,5439849,6419022,1.0138,1.1800000330891538,Medium
11435,Sugarcane,2009,Whole Year ,Madhya Pradesh,45549,13684,31.6544898,40.55346988956948,Very High
11436,Sunflower,2009,Whole Year ,Madhya Pradesh,202,91,0.369,40.55346988956948,Low
11437,Sweet potato,2009,Whole Year ,Madhya Pradesh,3497,20803,6.02,5.94881326851587,Very High
11438,Tobacco,2009,Whole Year ,Madhya Pradesh,312,13684,0.543636364,0.4551282051282051,Low
11439,Turmeric,2009,Whole Year ,Madhya Pradesh,649,573,0.975483871,0.8828967642526965,Low
11440,Urad,2009,Kharif     ,Madhya Pradesh,568158,213136,0.351,0.3751350856627909,Low
11441,Urad,2009,Rabi       ,Madhya Pradesh,4882,1945,0.220833333,0.3984022941417451,Low
11442,Wheat,2009,Whole Year ,Madhya Pradesh,4458995,8865378,1.8538,1.9882009286846027,Medium
11443,Arhar/Tur,2010,Kharif     ,Bihar,25503,39439,1.487894737,1.546445516213779,Medium
11444,Bajra,2010,Kharif     ,Bihar,9378,5424,0.995,1.1181199752628324,Low
11445,Barley,2010,Rabi       ,Bihar,11822,15686,1.252580645,1.3268482490272373,Medium
11446,Castor seed,2010,Kharif     ,Bihar,173,166,0.98,0.9595375722543352,Low
11447,Gram,2010,Rabi       ,Bihar,56895,59384,0.956666667,1.0437472537129802,Low
11448,Groundnut,2010,Kharif     ,Bihar,362,371,1.015714286,1.0437472537129802,Medium
11449,Horse-gram,2010,Kharif     ,Bihar,9870,13684,0.938888889,0.9440729483282676,Low
11450,Jowar,2010,Kharif     ,Bihar,3082,3266,1.034444444,1.0597014925373134,Medium
11451,Jute,2010,Kharif     ,Bihar,127686,1164594,9.54,9.12076500164466,Very High
11452,Khesari,2010,Rabi       ,Bihar,74372,73175,0.897297297,0.9839052331522616,Low
11453,Linseed,2010,Rabi       ,Bihar,23012,18823,0.820540541,0.8179645402398749,Low
11454,Maize,2010,Autumn     ,Bihar,234466,13684,1.910789474,1.9982342855680568,Medium
11455,Maize,2010,Rabi       ,Bihar,237723,922285,3.635882353,3.879662464296681,High
11456,Maize,2010,Summer     ,Bihar,181513,717393,3.725135135,3.9522954278756894,High
11457,Masoor,2010,Rabi       ,Bihar,172692,162224,0.843947368,0.9393834109281264,Low
11458,Mesta,2010,Kharif     ,Bihar,17165,144822,10.24086957,8.437052140984562,Very High
11459,Moong(Green Gram),2010,Kharif     ,Bihar,9298,6080,0.66375,0.6539040653904066,Low
11460,Moong(Green Gram),2010,Summer     ,Bihar,150720,81259,0.656571429,0.5391388004246285,Low
11461,Other  Rabi pulses,2010,Rabi       ,Bihar,2174,1615,0.753,0.7428702851885924,Low
11462,Other Kharif pulses,2010,Kharif     ,Bihar,2454,1717,0.734,0.6996740016299918,Low
11463,Peas & beans (Pulses),2010,Rabi       ,Bihar,19150,19822,1.032894737,1.0350913838120104,Medium
11464,Ragi,2010,Kharif     ,Bihar,9014,8853,0.982466216,0.9821388950521412,Medium
11465,Rapeseed &Mustard,2010,Rabi       ,Bihar,86378,95817,1.101842105,1.109275509967816,Medium
11466,Rice,2010,Autumn     ,Bihar,495218,444042,0.919642857,0.896659652920532,Low
11467,Rice,2010,Summer     ,Bihar,84465,163031,1.827916667,1.930160421476352,Medium
11468,Rice,2010,Winter     ,Bihar,2265685,2505545,0.979210526,1.1058664377439935,Low
11469,Safflower,2010,Kharif     ,Bihar,70,56,0.795,0.8,Low
11470,Sesamum,2010,Kharif     ,Bihar,2558,2015,0.7825,0.7877247849882721,Low
